cntrQ,bslnA,bslnB,bslnC,bslnLikert,focus,focusDiff,totalDiff,maskDiff
"cntrQ_406",38.48,42.6,57.57,true,"WHAT_Qn","Easy","EEE","hard"
"cntrQ_407",44.43,43.35,60.72,true,"WHAT_Qn","Easy","EME","hard"
"cntrQ_408",50.04,34.69,18.71,true,"WHAT_Qn","Easy","EHE","hard"
"cntrQ_409",61.3,64.01,68.14,true,"WHAT_Qn","Medium","MEE","hard"
"cntrQ_410",29.24,23.96,35.19,true,"WHAT_Qn","Medium","MME","hard"
"cntrQ_411",41.32,44.19,63.2,false,"WHAT_Qn","Medium","MHE","hard"
"cntrQ_412",79.67,76.69,38.14,true,"WHAT_Qn","Hard","HEE","hard"
"cntrQ_413",59.73,64.93,55.33,false,"WHAT_Qn","Hard","HME","hard"
"cntrQ_414",64.27,64.92,44.2,true,"WHAT_Qn","Hard","HHE","hard"
"cntrQ_415",18.24,15.52,23.35,false,"WHAT_Qn","Easy","EEM","hard"
"cntrQ_416",19.07,34.69,19.28,false,"WHAT_Qn","Easy","EMM","hard"
"cntrQ_417",47.89,56.13,29.12,false,"WHAT_Qn","Easy","EHM","hard"
"cntrQ_418",35.31,44.19,25.71,false,"WHAT_Qn","Medium","MEM","hard"
"cntrQ_419",67.26,64.01,56.1,true,"WHAT_Qn","Medium","MMM","hard"
"cntrQ_420",82.06,77.48,35.48,true,"WHAT_Qn","Medium","MHM","hard"
"cntrQ_421",45.49,43.3,66.17,false,"WHAT_Qn","Hard","HEM","hard"
"cntrQ_422",38.73,43.31,38.15,true,"WHAT_Qn","Hard","HMM","hard"
"cntrQ_423",26.8,27.05,64.22,true,"WHAT_Qn","Hard","HHM","hard"
"cntrQ_424",25.14,24.93,26.23,false,"WHAT_Qn","Easy","EEH","hard"
"cntrQ_425",81.04,77.48,31.84,true,"WHAT_Qn","Easy","EMH","hard"
"cntrQ_426",15.7,27.34,21.05,false,"WHAT_Qn","Easy","EHH","hard"
"cntrQ_427",39.89,37.06,50.43,false,"WHAT_Qn","Medium","MEH","hard"
"cntrQ_428",28.59,36.42,44.09,false,"WHAT_Qn","Medium","MMH","hard"
"cntrQ_429",58.34,56.13,66.8,false,"WHAT_Qn","Medium","MHH","hard"
"cntrQ_430",50.17,46.62,61.82,false,"WHAT_Qn","Hard","HEH","hard"
"cntrQ_431",27.14,23.06,35.31,false,"WHAT_Qn","Hard","HMH","hard"
"cntrQ_432",73.76,56.78,17.01,false,"WHAT_Qn","Hard","HHH","hard"
"cntrQ_433",34.81,78.73,54.43,false,"WHAT_Ql","Easy","EEE","hard"
"cntrQ_434",25.06,46.04,55.85,true,"WHAT_Ql","Medium","EME","hard"
"cntrQ_435",47.73,71.6,59.46,false,"WHAT_Ql","Hard","EHE","hard"
"cntrQ_436",11.93,15.02,66.87,false,"WHAT_Ql","Easy","MEE","hard"
"cntrQ_437",18.46,78.21,31.12,true,"WHAT_Ql","Medium","MME","hard"
"cntrQ_438",31.63,58.62,53.98,false,"WHAT_Ql","Hard","MHE","hard"
"cntrQ_439",5.88,33.52,34.31,true,"WHAT_Ql","Easy","HEE","hard"
"cntrQ_440",44.52,72.51,53.94,true,"WHAT_Ql","Medium","HME","hard"
"cntrQ_441",9.09,18.64,55.47,true,"WHAT_Ql","Hard","HHE","hard"
"cntrQ_442",27.18,84.16,27.18,true,"WHAT_Ql","Easy","EEM","hard"
"cntrQ_443",28,56.7,50.82,true,"WHAT_Ql","Medium","EMM","hard"
"cntrQ_444",22.66,33.47,53.63,false,"WHAT_Ql","Hard","EHM","hard"
"cntrQ_445",25.88,54.18,39.29,false,"WHAT_Ql","Easy","MEM","hard"
"cntrQ_446",0.59,15.58,26.23,false,"WHAT_Ql","Medium","MMM","hard"
"cntrQ_447",21.11,44.15,62.65,false,"WHAT_Ql","Hard","MHM","hard"
"cntrQ_448",1.85,3.7,46.99,true,"WHAT_Ql","Easy","HEM","hard"
"cntrQ_449",26.62,65.24,43.08,true,"WHAT_Ql","Medium","HMM","hard"
"cntrQ_450",18.63,28.33,52.87,false,"WHAT_Ql","Hard","HHM","hard"
"cntrQ_451",10.16,18.69,26.42,false,"WHAT_Ql","Easy","EEH","hard"
"cntrQ_452",9.65,24.51,45.94,true,"WHAT_Ql","Medium","EMH","hard"
"cntrQ_453",13.28,21.44,59.44,false,"WHAT_Ql","Hard","EHH","hard"
"cntrQ_454",12.27,15.47,47.82,false,"WHAT_Ql","Easy","MEH","hard"
"cntrQ_455",13.99,78.8,23.66,true,"WHAT_Ql","Medium","MMH","hard"
"cntrQ_456",41.46,65.7,70.65,true,"WHAT_Ql","Hard","MHH","hard"
"cntrQ_457",27.62,51.6,55.67,false,"WHAT_Ql","Easy","HEH","hard"
"cntrQ_458",17.26,24.74,49.99,false,"WHAT_Ql","Medium","HMH","hard"
"cntrQ_459",11.58,20.17,58.58,true,"WHAT_Ql","Hard","HHH","hard"
"cntrQ_460",24.18,22.56,51.67,true,"WHERE","Easy","EEE","hard"
"cntrQ_461",12.47,14.64,54.3,true,"WHERE","Easy","EME","hard"
"cntrQ_462",22.31,21.78,67.02,true,"WHERE","Easy","EHE","hard"
"cntrQ_463",24.15,24.05,66.23,false,"WHERE","Easy","MEE","hard"
"cntrQ_464",31.3,28.68,45.72,false,"WHERE","Easy","MME","hard"
"cntrQ_465",23.68,21.76,64.58,false,"WHERE","Easy","MHE","hard"
"cntrQ_466",24.25,27.53,36.88,true,"WHERE","Easy","HEE","hard"
"cntrQ_467",20.16,21.55,52.5,false,"WHERE","Easy","HME","hard"
"cntrQ_468",14.21,16.49,53.77,true,"WHERE","Easy","HHE","hard"
"cntrQ_469",21.89,29.79,17.11,true,"WHERE","Medium","EEM","hard"
"cntrQ_470",32.5,32.31,58.63,true,"WHERE","Medium","EMM","hard"
"cntrQ_471",46.08,40.16,53.89,true,"WHERE","Medium","EHM","hard"
"cntrQ_472",33.67,40.91,37.89,true,"WHERE","Medium","MEM","hard"
"cntrQ_473",47.53,36.12,28.86,true,"WHERE","Medium","MMM","hard"
"cntrQ_474",49.9,47.33,61.19,false,"WHERE","Medium","MHM","hard"
"cntrQ_475",35.16,28.53,41.36,true,"WHERE","Medium","HEM","hard"
"cntrQ_476",41.35,39.18,39.81,true,"WHERE","Medium","HMM","hard"
"cntrQ_477",35.34,38.45,66.57,false,"WHERE","Medium","HHM","hard"
"cntrQ_478",31.87,30.51,49.7,false,"WHERE","Hard","EEH","hard"
"cntrQ_479",35.28,40.55,41.95,true,"WHERE","Hard","EMH","hard"
"cntrQ_480",29.46,34.14,53.72,false,"WHERE","Hard","EHH","hard"
"cntrQ_481",36.3,36.8,53.68,false,"WHERE","Hard","MEH","hard"
"cntrQ_482",23.12,30.96,31.79,true,"WHERE","Hard","MMH","hard"
"cntrQ_483",42.12,50.09,66.93,true,"WHERE","Hard","MHH","hard"
"cntrQ_484",35.11,36.55,62.28,false,"WHERE","Hard","HEH","hard"
"cntrQ_485",19.92,26.13,48.34,true,"WHERE","Hard","HMH","hard"
"cntrQ_486",30.8,32.47,64.56,true,"WHERE","Hard","HHH","hard"
