StartDate,EndDate,Status,IPAddress,Progress,Duration_in_seconds,Finished,RecordedDate,ResponseId,LocationLatitude,LocationLongitude,DistributionChannel,UserLanguage,idc,drawnQn,drawnQl,queryString,flips,nMasks,dMask,dComplex_Qn,dComplex_Ql,dComplex_Where,focus,bslnA1,bslnA2,bslnA3,bslnB,cntrQ,dComplex_focus,info_focus_dComplex_dMask,info_dComplex_dMask,trustB,t,answerA1,diffA1,answerA2,diffA2,answerA3,diffA3,answerB,correctB,trustA1,trustA2,trustA3,uniqueCntrQuestion,scaling
19/09/2021 14:23,19/09/2021 14:57,IP Address,189.242.201.89,100,2042,True,19/09/2021 14:57,R_10JL9uUzJINBpv0,19.28799438,-99.00509644,anonymous,EN,61,electricity consumption,gps on,radio on gte 1,h0v0,6,medium,M,E,M,WHAT_Qn,42.74,44.19,66.34,1,337,M,WHAT_Qn_M_M,M_M,5,179.48,70,-27.26,76,-31.81,73,-6.66,Neither agree nor disagree,0,5,5,5,10,2
19/09/2021 14:23,19/09/2021 14:57,IP Address,189.242.201.89,100,2042,True,19/09/2021 14:57,R_10JL9uUzJINBpv0,19.28799438,-99.00509644,anonymous,EN,4,suspension force,gps on,wiper on gte 1,h0v0,8,hard,H,E,E,WHAT_Qn,78.15,76.69,35.96,-1,412,H,WHAT_Qn_H_H,H_H,5,17.881,65,13.15,45,31.69,68,-32.04,Neither agree nor disagree,0,5,5,5,11,2
19/09/2021 14:23,19/09/2021 14:57,IP Address,189.242.201.89,100,2042,True,19/09/2021 14:57,R_10JL9uUzJINBpv0,19.28799438,-99.00509644,anonymous,EN,61,electricity consumption,gps on,engine temperature gte 42.31,h0v0,3,easy,M,E,M,WHAT_Ql,31.47,54.18,35.38,-1,283,E,WHAT_Ql_E_E,E_E,5,183.711,25,6.47,60,-5.82,70,-34.62,Disagree,1,5,5,5,12,2
19/09/2021 14:23,19/09/2021 14:57,IP Address,189.242.201.89,100,2042,True,19/09/2021 14:57,R_10JL9uUzJINBpv0,19.28799438,-99.00509644,anonymous,EN,61,electricity consumption,gps on,wiper on gte 1,h0v0,9,medium,M,E,M,WHAT_Ql,14.15,54.18,27.18,1,364,E,WHAT_Ql_E_M,E_M,5,121.471,70,-55.85,60,-5.82,80,-52.82,Neither agree nor disagree,0,5,5,5,13,2
19/09/2021 14:23,19/09/2021 14:57,IP Address,189.242.201.89,100,2042,True,19/09/2021 14:57,R_10JL9uUzJINBpv0,19.28799438,-99.00509644,anonymous,EN,67,electricity consumption,wiper on,heating on gte 1,h0v0,13,hard,H,H,H,WHAT_Ql,9.22,20.17,61.15,-1,459,H,WHAT_Ql_H_H,H_H,5,191.551,70,-60.78,70,-49.83,70,-8.85,Agree,0,5,5,5,14,2
19/09/2021 14:23,19/09/2021 14:57,IP Address,189.242.201.89,100,2042,True,19/09/2021 14:57,R_10JL9uUzJINBpv0,19.28799438,-99.00509644,anonymous,EN,1,electricity consumption,gps on,radio on gte 1,h0v0,4,easy,E,E,E,WHAT_Qn,47.05,42.6,14.24,1,298,E,WHAT_Qn_E_E,E_E,5,180.159,85,-37.95,25,17.6,80,-65.76,Agree,1,5,5,5,15,2
19/09/2021 14:23,19/09/2021 14:57,IP Address,189.242.201.89,100,2042,True,19/09/2021 14:57,R_10JL9uUzJINBpv0,19.28799438,-99.00509644,anonymous,EN,61,electricity consumption,gps on,wiper on gte 1,h0v0,4,medium,M,E,M,WHAT_Ql,21.22,54.18,45.06,1,391,E,WHAT_Ql_E_M,E_M,5,135.286,100,-78.78,60,-5.82,48,-2.94,Disagree,0,5,5,4,16,2
19/09/2021 14:23,19/09/2021 14:57,IP Address,189.242.201.89,100,2042,True,19/09/2021 14:57,R_10JL9uUzJINBpv0,19.28799438,-99.00509644,anonymous,EN,61,electricity consumption,gps on,wiper on gte 1,h0v0,6,hard,M,E,M,WHAT_Ql,26.44,54.18,35.94,-1,472,E,WHAT_Ql_E_H,E_H,5,120.84,22,4.44,60,-5.82,82,-46.06,Disagree,1,5,5,5,17,2
19/09/2021 14:24,19/09/2021 15:20,IP Address,41.115.23.46,100,3363,True,19/09/2021 15:20,R_2V1Mqgmr22Mvc9W,-29.85560608,31.04490662,anonymous,EN,1,electricity consumption,gps on,radio on gte 1,h0v0,4,easy,E,E,E,WHAT_Qn,47.05,42.6,14.24,1,244,E,WHAT_Qn_E_E,E_E,5,208.577,38,9.05,39,3.6,14,0.24,Agree,1,3,3,4,18,2
19/09/2021 14:24,19/09/2021 15:20,IP Address,41.115.23.46,100,3363,True,19/09/2021 15:20,R_2V1Mqgmr22Mvc9W,-29.85560608,31.04490662,anonymous,EN,67,electricity consumption,wiper on,heating on gte 1,h0v0,3,medium,H,H,H,WHAT_Qn,54.46,56.78,59.42,1,351,H,WHAT_Qn_H_M,H_M,3,317.726,53,1.46,86,-29.22,31,28.42,Agree,1,3,3,4,19,2
19/09/2021 14:24,19/09/2021 15:20,IP Address,41.115.23.46,100,3363,True,19/09/2021 15:20,R_2V1Mqgmr22Mvc9W,-29.85560608,31.04490662,anonymous,EN,67,electricity consumption,wiper on,heating on gte 1,h0v0,13,hard,H,H,H,WHAT_Qn,67.28,56.78,23.29,-1,432,H,WHAT_Qn_H_H,H_H,3,627.517,74,-6.72,57,-0.22,23,0.29,Neither agree nor disagree,0,3,3,4,20,2
19/09/2021 14:24,19/09/2021 15:20,IP Address,41.115.23.46,100,3363,True,19/09/2021 15:20,R_2V1Mqgmr22Mvc9W,-29.85560608,31.04490662,anonymous,EN,29,engine temperature,radio on,wiper on gte 1,h0v0,4,easy,E,H,E,WHAT_Ql,49.99,71.6,65.02,1,273,H,WHAT_Ql_H_E,H_E,5,227.426,54,-4.01,68,3.6,57,8.02,Disagree,0,4,4,4,21,2
19/09/2021 14:24,19/09/2021 15:20,IP Address,41.115.23.46,100,3363,True,19/09/2021 15:20,R_2V1Mqgmr22Mvc9W,-29.85560608,31.04490662,anonymous,EN,1,electricity consumption,gps on,wiper on gte 1,h0v0,2,medium,E,E,E,WHAT_Ql,31.77,78.73,31.77,1,352,E,WHAT_Ql_E_M,E_M,5,98.394,34,-2.23,78,0.73,34,-2.23,Agree,1,4,5,4,22,2
19/09/2021 14:24,19/09/2021 15:20,IP Address,41.115.23.46,100,3363,True,19/09/2021 15:20,R_2V1Mqgmr22Mvc9W,-29.85560608,31.04490662,anonymous,EN,29,engine temperature,radio on,wiper on gte 1,h0v0,13,hard,E,H,E,WHAT_Ql,44.85,71.6,60.9,1,435,H,WHAT_Ql_H_H,H_H,4,228.056,37,7.85,72,-0.4,54,6.9,Agree,1,3,4,3,23,2
19/09/2021 14:24,19/09/2021 15:20,IP Address,41.115.23.46,100,3363,True,19/09/2021 15:20,R_2V1Mqgmr22Mvc9W,-29.85560608,31.04490662,anonymous,EN,67,electricity consumption,wiper on,radio on gte 1,h0v0,2,easy,H,H,H,WHAT_Ql,18.24,20.17,77.25,-1,324,H,WHAT_Ql_H_E,H_E,5,323.764,20,-1.76,20,0.17,76,1.25,Disagree,1,4,4,5,24,2
19/09/2021 14:24,19/09/2021 15:20,IP Address,41.115.23.46,100,3363,True,19/09/2021 15:20,R_2V1Mqgmr22Mvc9W,-29.85560608,31.04490662,anonymous,EN,29,engine temperature,radio on,heating on gte 1,h0v0,4,medium,E,H,E,WHAT_Qn,37.28,34.69,59.62,1,381,E,WHAT_Qn_E_M,E_M,4,208.705,23,14.28,53,-18.31,42,17.62,Agree,1,3,3,4,25,2
19/09/2021 14:24,19/09/2021 15:20,IP Address,41.115.23.46,100,3363,True,19/09/2021 15:20,R_2V1Mqgmr22Mvc9W,-29.85560608,31.04490662,anonymous,EN,29,engine temperature,radio on,wiper on gte 1,h0v0,14,hard,E,H,E,WHAT_Qn,47.57,34.69,20.58,1,462,E,WHAT_Qn_E_H,E_H,5,153.663,40,7.57,35,-0.31,23,-2.42,Agree,1,3,3,3,26,2
20/09/2021 07:24,20/09/2021 07:42,IP Address,187.213.23.167,100,1033,True,20/09/2021 07:42,R_vHW2LOvB2Eyp7sR,20.63259888,-103.4122009,anonymous,EN,29,engine temperature,radio on,wiper on gte 1,h0v0,4,easy,E,H,E,WHAT_Qn,31.48,34.69,64.97,1,246,E,WHAT_Qn_E_E,E_E,5,55.343,29,2.48,40,-5.31,55,9.97,Disagree,0,4,4,4,27,2
20/09/2021 07:24,20/09/2021 07:42,IP Address,187.213.23.167,100,1033,True,20/09/2021 07:42,R_vHW2LOvB2Eyp7sR,20.63259888,-103.4122009,anonymous,EN,29,engine temperature,radio on,fuel consumption gte 44.75,h0v0,10,medium,E,H,E,WHAT_Qn,41.05,34.69,48.12,1,327,E,WHAT_Qn_E_M,E_M,5,123.232,45,-3.95,37,-2.31,41,7.12,Neither agree nor disagree,0,4,3,4,28,2
20/09/2021 07:24,20/09/2021 07:42,IP Address,187.213.23.167,100,1033,True,20/09/2021 07:42,R_vHW2LOvB2Eyp7sR,20.63259888,-103.4122009,anonymous,EN,67,electricity consumption,wiper on,heating on gte 1,h0v0,13,hard,H,H,H,WHAT_Qn,67.28,56.78,23.29,-1,432,H,WHAT_Qn_H_H,H_H,4,85.928,78,-10.72,59,-2.22,10,13.29,Disagree,1,3,5,4,29,2
20/09/2021 07:24,20/09/2021 07:42,IP Address,187.213.23.167,100,1033,True,20/09/2021 07:42,R_vHW2LOvB2Eyp7sR,20.63259888,-103.4122009,anonymous,EN,67,electricity consumption,wiper on,radio on gte 1,h0v0,2,easy,H,H,H,WHAT_Ql,18.24,20.17,77.25,-1,297,H,WHAT_Ql_H_E,H_E,5,46.068,22,-3.76,28,-7.83,75,2.25,Disagree,1,5,5,5,30,2
20/09/2021 07:24,20/09/2021 07:42,IP Address,187.213.23.167,100,1033,True,20/09/2021 07:42,R_vHW2LOvB2Eyp7sR,20.63259888,-103.4122009,anonymous,EN,1,electricity consumption,gps on,wiper on gte 1,h0v0,2,medium,E,E,E,WHAT_Ql,31.77,78.73,31.77,1,352,E,WHAT_Ql_E_M,E_M,3,53.05,30,1.77,78,0.73,31,0.77,Disagree,0,5,5,4,31,2
20/09/2021 07:24,20/09/2021 07:42,IP Address,187.213.23.167,100,1033,True,20/09/2021 07:42,R_vHW2LOvB2Eyp7sR,20.63259888,-103.4122009,anonymous,EN,4,suspension force,gps on,wiper on gte 1,h0v0,8,hard,H,E,E,WHAT_Ql,9.99,33.52,41.96,1,439,E,WHAT_Ql_E_H,E_H,5,99.765,11,-1.01,29,4.52,47,-5.04,Agree,1,5,4,4,32,2
20/09/2021 07:24,20/09/2021 07:42,IP Address,187.213.23.167,100,1033,True,20/09/2021 07:42,R_vHW2LOvB2Eyp7sR,20.63259888,-103.4122009,anonymous,EN,61,electricity consumption,gps on,engine temperature gte 42.31,h0v0,3,easy,M,E,M,WHAT_Qn,50.13,44.19,37.46,1,310,M,WHAT_Qn_M_E,M_E,3,59.192,40,10.13,49,-4.81,38,-0.54,Disagree,0,5,5,4,33,2
20/09/2021 07:24,20/09/2021 07:42,IP Address,187.213.23.167,100,1033,True,20/09/2021 07:42,R_vHW2LOvB2Eyp7sR,20.63259888,-103.4122009,anonymous,EN,67,electricity consumption,wiper on,heating on gte 1,h0v0,7,medium,H,H,H,WHAT_Ql,7.08,20.17,30.9,-1,405,H,WHAT_Ql_H_M,H_M,3,54.487,8,-0.92,23,-2.83,32,-1.1,Agree,0,5,5,5,34,2
20/09/2021 07:24,20/09/2021 07:42,IP Address,187.213.23.167,100,1033,True,20/09/2021 07:42,R_vHW2LOvB2Eyp7sR,20.63259888,-103.4122009,anonymous,EN,61,electricity consumption,gps on,wiper on gte 1,h0v0,6,hard,M,E,M,WHAT_Ql,26.44,54.18,35.94,-1,472,E,WHAT_Ql_E_H,E_H,4,73.612,24,2.44,50,4.18,31,4.94,Neither agree nor disagree,0,5,5,5,35,2
20/09/2021 07:25,20/09/2021 07:53,IP Address,169.0.82.233,100,1708,True,20/09/2021 07:53,R_1LhCgQWLnAhXK7j,-25.97659302,28.11439514,anonymous,EN,1,electricity consumption,gps on,radio on gte 1,h0v0,4,easy,E,E,E,WHAT_Qn,47.05,42.6,14.24,1,244,E,WHAT_Qn_E_E,E_E,1,130.862,34,13.05,25,17.6,17,-2.76,Neither agree nor disagree,0,0,0,0,36,2
20/09/2021 07:25,20/09/2021 07:53,IP Address,169.0.82.233,100,1708,True,20/09/2021 07:53,R_1LhCgQWLnAhXK7j,-25.97659302,28.11439514,anonymous,EN,61,electricity consumption,gps on,radio on gte 1,h0v0,6,medium,M,E,M,WHAT_Qn,42.74,44.19,66.34,1,337,M,WHAT_Qn_M_M,M_M,1,109.506,45,-2.26,45,-0.81,100,-33.66,Neither agree nor disagree,0,1,0,2,37,2
20/09/2021 07:25,20/09/2021 07:53,IP Address,169.0.82.233,100,1708,True,20/09/2021 07:53,R_1LhCgQWLnAhXK7j,-25.97659302,28.11439514,anonymous,EN,29,engine temperature,radio on,wiper on gte 1,h0v0,14,hard,E,H,E,WHAT_Qn,39.8,34.69,51.06,1,408,E,WHAT_Qn_E_H,E_H,1,169.743,24,15.8,34,0.69,48,3.06,Disagree,0,0,0,0,38,2
20/09/2021 07:25,20/09/2021 07:53,IP Address,169.0.82.233,100,1708,True,20/09/2021 07:53,R_1LhCgQWLnAhXK7j,-25.97659302,28.11439514,anonymous,EN,4,suspension force,gps on,heating on gte 1,h0v0,3,easy,H,E,E,WHAT_Ql,21.37,33.52,72.94,-1,277,E,WHAT_Ql_E_E,E_E,0,43.292,27,-5.63,33,0.52,62,10.94,Neither agree nor disagree,0,1,1,1,39,2
20/09/2021 07:25,20/09/2021 07:53,IP Address,169.0.82.233,100,1708,True,20/09/2021 07:53,R_1LhCgQWLnAhXK7j,-25.97659302,28.11439514,anonymous,EN,4,suspension force,gps on,wiper on gte 1,h0v0,6,medium,H,E,E,WHAT_Ql,5.09,33.52,37.05,1,358,E,WHAT_Ql_E_M,E_M,0,86.687,25,-19.91,32,1.52,45,-7.95,Neither agree nor disagree,0,0,1,0,40,2
20/09/2021 07:25,20/09/2021 07:53,IP Address,169.0.82.233,100,1708,True,20/09/2021 07:53,R_1LhCgQWLnAhXK7j,-25.97659302,28.11439514,anonymous,EN,29,engine temperature,radio on,wiper on gte 1,h0v0,13,hard,E,H,E,WHAT_Ql,44.85,71.6,60.9,1,435,H,WHAT_Ql_H_H,H_H,1,111.238,55,-10.15,65,6.6,54,6.9,Neither agree nor disagree,0,1,1,1,41,2
20/09/2021 07:25,20/09/2021 07:53,IP Address,169.0.82.233,100,1708,True,20/09/2021 07:53,R_1LhCgQWLnAhXK7j,-25.97659302,28.11439514,anonymous,EN,67,electricity consumption,wiper on,radio on gte 1,h0v0,2,easy,H,H,H,WHAT_Ql,18.24,20.17,77.25,-1,324,H,WHAT_Ql_H_E,H_E,1,122.303,33,-14.76,26,-5.83,76,1.25,Disagree,1,1,0,2,42,2
20/09/2021 07:25,20/09/2021 07:53,IP Address,169.0.82.233,100,1708,True,20/09/2021 07:53,R_1LhCgQWLnAhXK7j,-25.97659302,28.11439514,anonymous,EN,29,engine temperature,radio on,heating on gte 1,h0v0,4,medium,E,H,E,WHAT_Qn,37.28,34.69,59.62,1,381,E,WHAT_Qn_E_M,E_M,0,91.516,25,12.28,38,-3.31,39,20.62,Neither agree nor disagree,0,1,1,1,43,2
20/09/2021 07:25,20/09/2021 07:53,IP Address,169.0.82.233,100,1708,True,20/09/2021 07:53,R_1LhCgQWLnAhXK7j,-25.97659302,28.11439514,anonymous,EN,1,electricity consumption,gps on,wiper on gte 1,h0v0,14,hard,E,E,E,WHAT_Ql,41.58,78.73,51.4,1,460,E,WHAT_Ql_E_H,E_H,2,174.308,83,-41.42,76,2.73,61,-9.6,Disagree,0,0,1,0,44,2
20/09/2021 07:24,20/09/2021 07:54,IP Address,187.190.189.87,100,1764,True,20/09/2021 07:54,R_42hIBJiEKMo9pKN,19.37159729,-99.15630341,anonymous,EN,67,electricity consumption,wiper on,radio on gte 1,h0v0,2,easy,H,H,H,WHAT_Qn,54.44,56.78,75.65,1,270,H,WHAT_Qn_H_E,H_E,4,203.821,60,-5.56,56,0.78,77,-1.35,Disagree,0,4,5,5,45,2
20/09/2021 07:24,20/09/2021 07:54,IP Address,187.190.189.87,100,1764,True,20/09/2021 07:54,R_42hIBJiEKMo9pKN,19.37159729,-99.15630341,anonymous,EN,67,electricity consumption,wiper on,heating on gte 1,h0v0,3,medium,H,H,H,WHAT_Qn,54.46,56.78,59.42,1,351,H,WHAT_Qn_H_M,H_M,4,136.904,58,-3.54,60,-3.22,33,26.42,Disagree,0,5,5,4,46,2
20/09/2021 07:24,20/09/2021 07:54,IP Address,187.190.189.87,100,1764,True,20/09/2021 07:54,R_42hIBJiEKMo9pKN,19.37159729,-99.15630341,anonymous,EN,61,electricity consumption,gps on,wiper on gte 1,h0v0,3,hard,M,E,M,WHAT_Qn,44.37,44.19,72.69,-1,418,M,WHAT_Qn_M_H,M_H,5,101.712,41,3.37,44,0.19,41,31.69,Disagree,1,5,5,4,47,2
20/09/2021 07:24,20/09/2021 07:54,IP Address,187.190.189.87,100,1764,True,20/09/2021 07:54,R_42hIBJiEKMo9pKN,19.37159729,-99.15630341,anonymous,EN,61,electricity consumption,gps on,engine temperature gte 42.31,h0v0,3,easy,M,E,M,WHAT_Ql,31.47,54.18,35.38,-1,283,E,WHAT_Ql_E_E,E_E,5,156.457,34,-2.53,54,0.18,36,-0.62,Agree,0,5,4,4,48,2
20/09/2021 07:24,20/09/2021 07:54,IP Address,187.190.189.87,100,1764,True,20/09/2021 07:54,R_42hIBJiEKMo9pKN,19.37159729,-99.15630341,anonymous,EN,61,electricity consumption,gps on,wiper on gte 1,h0v0,9,medium,M,E,M,WHAT_Ql,14.15,54.18,27.18,1,364,E,WHAT_Ql_E_M,E_M,5,149.511,33,-18.85,56,-1.82,33,-5.82,Disagree,0,4,5,4,49,2
20/09/2021 07:24,20/09/2021 07:54,IP Address,187.190.189.87,100,1764,True,20/09/2021 07:54,R_42hIBJiEKMo9pKN,19.37159729,-99.15630341,anonymous,EN,1,electricity consumption,gps on,wiper on gte 1,h0v0,14,hard,E,E,E,WHAT_Ql,28.97,78.73,49.76,-1,433,E,WHAT_Ql_E_H,E_H,4,103.368,29,-0.03,79,-0.27,50,-0.24,Agree,0,4,5,5,50,2
20/09/2021 07:24,20/09/2021 07:54,IP Address,187.190.189.87,100,1764,True,20/09/2021 07:54,R_42hIBJiEKMo9pKN,19.37159729,-99.15630341,anonymous,EN,29,engine temperature,radio on,wiper on gte 1,h0v0,4,easy,E,H,E,WHAT_Ql,49.99,71.6,65.02,1,300,H,WHAT_Ql_H_E,H_E,5,235.11,67,-17.01,66,5.6,67,-1.98,Agree,1,5,4,5,51,2
20/09/2021 07:24,20/09/2021 07:54,IP Address,187.190.189.87,100,1764,True,20/09/2021 07:54,R_42hIBJiEKMo9pKN,19.37159729,-99.15630341,anonymous,EN,1,electricity consumption,gps on,wiper on gte 1,h0v0,6,medium,E,E,E,WHAT_Qn,37.36,42.6,15.75,1,379,E,WHAT_Qn_E_M,E_M,4,114.633,37,0.36,44,-1.4,17,-1.25,Disagree,0,5,5,4,52,2
20/09/2021 07:24,20/09/2021 07:54,IP Address,187.190.189.87,100,1764,True,20/09/2021 07:54,R_42hIBJiEKMo9pKN,19.37159729,-99.15630341,anonymous,EN,29,engine temperature,radio on,wiper on gte 1,h0v0,14,hard,E,H,E,WHAT_Qn,47.57,34.69,20.58,1,462,E,WHAT_Qn_E_H,E_H,5,138.109,46,1.57,32,2.69,22,-1.42,Agree,1,5,4,4,53,2
20/09/2021 07:24,20/09/2021 07:55,IP Address,189.155.82.176,100,1851,True,20/09/2021 07:55,R_3KTRBhIFzoeeXK8,24.44610596,-104.1229019,anonymous,EN,61,electricity consumption,gps on,engine temperature gte 42.31,h0v0,3,easy,M,E,M,WHAT_Qn,50.13,44.19,37.46,1,256,M,WHAT_Qn_M_E,M_E,2,141.955,60,-9.87,45,-0.81,31,6.46,Agree,1,2,1,2,54,2
20/09/2021 07:24,20/09/2021 07:55,IP Address,189.155.82.176,100,1851,True,20/09/2021 07:55,R_3KTRBhIFzoeeXK8,24.44610596,-104.1229019,anonymous,EN,1,electricity consumption,gps on,wiper on gte 1,h0v0,7,medium,E,E,E,WHAT_Qn,37.74,42.6,33.93,1,325,E,WHAT_Qn_E_M,E_M,2,119.599,60,-22.26,70,-27.4,33,0.93,Agree,1,3,3,2,55,2
20/09/2021 07:24,20/09/2021 07:55,IP Address,189.155.82.176,100,1851,True,20/09/2021 07:55,R_3KTRBhIFzoeeXK8,24.44610596,-104.1229019,anonymous,EN,1,electricity consumption,gps on,wiper on gte 1,h0v0,14,hard,E,E,E,WHAT_Qn,37.42,42.6,53.33,1,406,E,WHAT_Qn_E_H,E_H,1,196.141,35,2.42,45,-2.4,55,-1.67,Agree,1,1,2,2,56,2
20/09/2021 07:24,20/09/2021 07:55,IP Address,189.155.82.176,100,1851,True,20/09/2021 07:55,R_3KTRBhIFzoeeXK8,24.44610596,-104.1229019,anonymous,EN,1,electricity consumption,gps on,radio on gte 1,h0v0,4,easy,E,E,E,WHAT_Ql,5.84,78.73,12.38,1,271,E,WHAT_Ql_E_E,E_E,2,173.977,5,0.84,79,-0.27,10,2.38,Neither agree nor disagree,0,3,4,2,57,2
20/09/2021 07:24,20/09/2021 07:55,IP Address,189.155.82.176,100,1851,True,20/09/2021 07:55,R_3KTRBhIFzoeeXK8,24.44610596,-104.1229019,anonymous,EN,29,engine temperature,radio on,heating on gte 1,h0v0,7,medium,E,H,E,WHAT_Ql,17.48,71.6,18.1,-1,354,H,WHAT_Ql_H_M,H_M,3,243.752,20,-2.52,55,16.6,26,-7.9,Disagree,1,2,2,2,58,2
20/09/2021 07:24,20/09/2021 07:55,IP Address,189.155.82.176,100,1851,True,20/09/2021 07:55,R_3KTRBhIFzoeeXK8,24.44610596,-104.1229019,anonymous,EN,61,electricity consumption,gps on,wiper on gte 1,h0v0,8,hard,M,E,M,WHAT_Ql,14.33,54.18,24.02,1,445,E,WHAT_Ql_E_H,E_H,2,140.34,13,1.33,45,9.18,24,0.02,Agree,1,2,2,2,59,2
20/09/2021 07:24,20/09/2021 07:55,IP Address,189.155.82.176,100,1851,True,20/09/2021 07:55,R_3KTRBhIFzoeeXK8,24.44610596,-104.1229019,anonymous,EN,4,suspension force,gps on,heating on gte 1,h0v0,3,easy,H,E,E,WHAT_Ql,21.37,33.52,72.94,-1,304,E,WHAT_Ql_E_E,E_E,2,292.155,22,-0.63,33,0.52,75,-2.06,Agree,0,2,2,3,60,2
