ResponseId,Progress,RecordedDate,StartDate,EndDate,Finished,Duration_in_seconds,filename,idc,drawnQn,drawnQl,queryString,flips,nMasks,dMask,dComplex_Qn,dComplex_Ql,dComplex_Where,focus,bslnA,bslnB,cntrQ,FirstClick,LastClick,PageSubmit,QuestionA,TrustA,QuestionB,TrustB
R_3iECfulePwymQNr,100,10/04/2021 07:28,10/04/2021 07:21,10/04/2021 07:28,True,391,idc32-sF-rO-qry_eT_gte_93.90-flips_h0v0-nMasks_2-dMask_easy-dCmplx_MME-fcs_WHAT_Qn-bsln_t_t-cntrQ_254,32,suspension force,radio on,engine temperature gte 93.90,h0v0,2,easy,M,M,E,WHAT_Qn,1,1,254,19.65574622,21.73987714,29.45725284,0,1,-1,3
R_3iECfulePwymQNr,100,10/04/2021 07:28,10/04/2021 07:21,10/04/2021 07:28,True,391,idc54-sF-rO-qry_gO_gte_1-flips_h0v0-nMasks_4-dMask_easy-dCmplx_HEM-fcs_WHAT_Qn-bsln_t_t-cntrQ_255,54,suspension force,radio on,gps on gte 1,h0v0,4,easy,H,E,M,WHAT_Qn,1,1,255,17.72963752,18.52365897,23.66337875,1,4,-1,2
R_3iECfulePwymQNr,100,10/04/2021 07:28,10/04/2021 07:21,10/04/2021 07:28,True,391,idc61-eC-gO-qry_eT_gte_85.52-flips_h0v0-nMasks_2-dMask_easy-dCmplx_MHE-fcs_WHAT_Qn-bsln_t_f-cntrQ_256,61,electricity consumption,gps on,engine temperature gte 85.52,h0v0,2,easy,M,H,E,WHAT_Qn,1,-1,256,11.74968259,17.79582811,18.37645488,1,2,-1,4
R_3iECfulePwymQNr,100,10/04/2021 07:28,10/04/2021 07:21,10/04/2021 07:28,True,391,idc59-eC-rO-qry_eT_gte_78.30-flips_h0v0-nMasks_4-dMask_easy-dCmplx_MHM-fcs_WHAT_Qn-bsln_f_t-cntrQ_257,59,electricity consumption,radio on,engine temperature gte 78.30,h0v0,4,easy,M,H,M,WHAT_Qn,-1,1,257,18.80635774,27.97359962,41.41635734,0,5,0,5
R_3iECfulePwymQNr,100,10/04/2021 07:28,10/04/2021 07:21,10/04/2021 07:28,True,391,idc22-eC-rO-qry_wO_gte_1-flips_h0v0-nMasks_3-dMask_easy-dCmplx_EMH-fcs_WHAT_Qn-bsln_t_t-cntrQ_258,22,electricity consumption,radio on,wiper on gte 1,h0v0,3,easy,E,M,H,WHAT_Qn,1,1,258,12.10292246,18.69210366,29.77268918,1,2,-1,4
R_3iECfulePwymQNr,100,10/04/2021 07:28,10/04/2021 07:21,10/04/2021 07:28,True,391,idc41-eG-rO-qry_fC_gte_100.41-flips_h0v0-nMasks_2-dMask_easy-dCmplx_EHE-fcs_WHAT_Qn-bsln_t_t-cntrQ_259,41,engine temperature,radio on,fuel consumption gte 100.41,h0v0,2,easy,E,H,E,WHAT_Qn,1,1,259,10.88524055,17.14716979,31.08493236,0,0,-1,4
R_3iECfulePwymQNr,100,10/04/2021 07:28,10/04/2021 07:21,10/04/2021 07:28,True,391,idc3-sF-rO-qry_eT_gte_81.90-flips_h0v0-nMasks_4-dMask_easy-dCmplx_EEE-fcs_WHAT_Qn-bsln_t_t-cntrQ_260,3,suspension force,radio on,engine temperature gte 81.90,h0v0,4,easy,E,E,E,WHAT_Qn,1,1,260,6.986904211,8.158558097,21.21395228,1,1,0,2
R_3iECfulePwymQNr,100,10/04/2021 07:28,10/04/2021 07:21,10/04/2021 07:28,True,391,idc2-sF-wO-qry_gO_gte_1-flips_h0v0-nMasks_3-dMask_easy-dCmplx_EEE-fcs_WHAT_Qn-bsln_f_t-cntrQ_261,2,suspension force,wiper on,gps on gte 1,h0v0,3,easy,E,E,E,WHAT_Qn,-1,1,261,15.80815321,16.84741469,21.84898263,0,0,0,5
R_3iECfulePwymQNr,100,10/04/2021 07:28,10/04/2021 07:21,10/04/2021 07:28,True,391,idc64-eG-gO-qry_fC_gte_104.80-flips_h0v0-nMasks_3-dMask_easy-dCmplx_MHM-fcs_WHAT_Qn-bsln_t_f-cntrQ_262,64,engine temperature,gps on,fuel consumption gte 104.80,h0v0,3,easy,M,H,M,WHAT_Qn,1,-1,262,17.16462647,21.75437287,34.52105919,0,1,0,2
R_3iECfulePwymQNr,100,10/04/2021 07:28,10/04/2021 07:21,10/04/2021 07:28,True,391,idc72-fC-gO-qry_wO_gte_1-flips_h0v0-nMasks_4-dMask_easy-dCmplx_HMM-fcs_WHAT_Qn-bsln_f_t-cntrQ_263,72,fuel consumption,gps on,wiper on gte 1,h0v0,4,easy,H,M,M,WHAT_Qn,-1,1,263,4.079213357,12.36101001,17.3960451,-1,4,-1,2
R_3iECfulePwymQNr,100,10/04/2021 07:28,10/04/2021 07:21,10/04/2021 07:28,True,391,idc34-sF-gO-qry_hO_gte_1-flips_h0v0-nMasks_4-dMask_easy-dCmplx_MMM-fcs_WHAT_Qn-bsln_t_t-cntrQ_264,34,suspension force,gps on,heating on gte 1,h0v0,4,easy,M,M,M,WHAT_Qn,1,1,264,16.86167979,19.23791636,24.55718333,1,5,1,1
R_3iECfulePwymQNr,100,10/04/2021 07:28,10/04/2021 07:21,10/04/2021 07:28,True,391,idc38-eC-wO-qry_eT_gte_68.64-flips_h0v0-nMasks_4-dMask_easy-dCmplx_MMH-fcs_WHAT_Qn-bsln_f_t-cntrQ_265,38,electricity consumption,wiper on,engine temperature gte 68.64,h0v0,4,easy,M,M,H,WHAT_Qn,-1,1,265,9.203319722,14.12861865,15.79797564,-1,2,0,0
R_3iECfulePwymQNr,100,10/04/2021 07:28,10/04/2021 07:21,10/04/2021 07:28,True,391,idc47-sF-wO-qry_eT_gte_92.22-flips_h0v0-nMasks_1-dMask_easy-dCmplx_EHM-fcs_WHAT_Qn-bsln_t_f-cntrQ_266,47,suspension force,wiper on,engine temperature gte 92.22,h0v0,1,easy,E,H,M,WHAT_Qn,1,-1,266,6.855192513,11.84144298,12.81319697,1,4,0,2
R_3iECfulePwymQNr,100,10/04/2021 07:28,10/04/2021 07:21,10/04/2021 07:28,True,391,idc20-eC-rO-qry_gO_gte_1-flips_h0v0-nMasks_2-dMask_easy-dCmplx_HHE-fcs_WHAT_Qn-bsln_t_t-cntrQ_267,20,electricity consumption,radio on,gps on gte 1,h0v0,2,easy,H,H,E,WHAT_Qn,1,1,267,9.793676174,16.81791024,19.99468278,-1,0,-1,3
R_3iECfulePwymQNr,100,10/04/2021 07:28,10/04/2021 07:21,10/04/2021 07:28,True,391,idc6-sF-gO-qry_rO_gte_1-flips_h0v0-nMasks_3-dMask_easy-dCmplx_EEM-fcs_WHAT_Qn-bsln_t_f-cntrQ_268,6,suspension force,gps on,radio on gte 1,h0v0,3,easy,E,E,M,WHAT_Qn,1,-1,268,4.269013798,8.39065334,21.91069396,1,2,-1,5
R_3iECfulePwymQNr,100,10/04/2021 07:28,10/04/2021 07:21,10/04/2021 07:28,True,391,idc12-sF-gO-qry_rO_gte_1-flips_h0v0-nMasks_3-dMask_easy-dCmplx_EME-fcs_WHAT_Qn-bsln_t_t-cntrQ_269,12,suspension force,gps on,radio on gte 1,h0v0,3,easy,E,M,E,WHAT_Qn,1,1,269,14.2166623,18.75636438,30.06747226,-1,3,1,5
R_3iECfulePwymQNr,100,10/04/2021 07:28,10/04/2021 07:21,10/04/2021 07:28,True,391,idc67-eC-wO-qry_eT_gte_90.16-flips_h0v0-nMasks_2-dMask_easy-dCmplx_HME-fcs_WHAT_Qn-bsln_f_f-cntrQ_270,67,electricity consumption,wiper on,engine temperature gte 90.16,h0v0,2,easy,H,M,E,WHAT_Qn,-1,-1,270,10.57329363,15.08704857,21.70502115,-1,1,0,4
R_3iECfulePwymQNr,100,10/04/2021 07:28,10/04/2021 07:21,10/04/2021 07:28,True,391,idc1-eC-gO-qry_eT_gte_87.00-flips_h0v0-nMasks_5-dMask_medium-dCmplx_EEE-fcs_WHAT_Qn-bsln_f_f-cntrQ_325,1,electricity consumption,gps on,engine temperature gte 87.00,h0v0,5,medium,E,E,E,WHAT_Qn,-1,-1,325,5.629564332,11.68077697,24.95647275,-1,5,1,5
R_3iECfulePwymQNr,100,10/04/2021 07:28,10/04/2021 07:21,10/04/2021 07:28,True,391,idc68-fC-gO-qry_eT_gte_88.09-flips_h0v0-nMasks_7-dMask_medium-dCmplx_HMH-fcs_WHAT_Qn-bsln_t_f-cntrQ_326,68,fuel consumption,gps on,engine temperature gte 88.09,h0v0,7,medium,H,M,H,WHAT_Qn,1,-1,326,14.06199298,16.52839794,27.77055909,1,4,1,1
R_3iECfulePwymQNr,100,10/04/2021 07:28,10/04/2021 07:21,10/04/2021 07:28,True,391,idc29-eG-rO-qry_fC_gte_87.68-flips_h0v0-nMasks_7-dMask_medium-dCmplx_MEH-fcs_WHAT_Qn-bsln_t_t-cntrQ_327,29,engine temperature,radio on,fuel consumption gte 87.68,h0v0,7,medium,M,E,H,WHAT_Qn,1,1,327,2.706696675,4.22839039,15.51685464,0,1,1,2
R_3iECfulePwymQNr,100,10/04/2021 07:28,10/04/2021 07:21,10/04/2021 07:28,True,391,idc69-eG-rO-qry_gO_gte_1-flips_h0v0-nMasks_7-dMask_medium-dCmplx_HMH-fcs_WHAT_Qn-bsln_f_f-cntrQ_328,69,engine temperature,radio on,gps on gte 1,h0v0,7,medium,H,M,H,WHAT_Qn,-1,-1,328,4.184323128,13.86862186,26.91261577,1,4,-1,1
R_3iECfulePwymQNr,100,10/04/2021 07:28,10/04/2021 07:21,10/04/2021 07:28,True,391,idc14-eG-gO-qry_rO_gte_1-flips_h0v0-nMasks_5-dMask_medium-dCmplx_EME-fcs_WHAT_Qn-bsln_f_f-cntrQ_329,14,engine temperature,gps on,radio on gte 1,h0v0,5,medium,E,M,E,WHAT_Qn,-1,-1,329,0.829116629,9.272576981,21.12712024,1,4,0,0
R_3iECfulePwymQNr,100,10/04/2021 07:28,10/04/2021 07:21,10/04/2021 07:28,True,391,idc31-eC-gO-qry_wO_gte_1-flips_h0v0-nMasks_6-dMask_medium-dCmplx_MME-fcs_WHAT_Qn-bsln_f_f-cntrQ_330,31,electricity consumption,gps on,wiper on gte 1,h0v0,6,medium,M,M,E,WHAT_Qn,-1,-1,330,9.004316036,17.1045261,26.58579722,1,2,-1,0
R_3iECfulePwymQNr,100,10/04/2021 07:28,10/04/2021 07:21,10/04/2021 07:28,True,391,idc4-sF-gO-qry_eT_gte_79.78-flips_h0v0-nMasks_5-dMask_medium-dCmplx_EEE-fcs_WHAT_Qn-bsln_f_f-cntrQ_331,4,suspension force,gps on,engine temperature gte 79.78,h0v0,5,medium,E,E,E,WHAT_Qn,-1,-1,331,16.87273838,20.50242346,35.37828808,0,5,1,2
R_3iECfulePwymQNr,100,10/04/2021 07:28,10/04/2021 07:21,10/04/2021 07:28,True,391,idc39-eG-wO-qry_rO_gte_1-flips_h0v0-nMasks_7-dMask_medium-dCmplx_EHE-fcs_WHAT_Qn-bsln_f_f-cntrQ_332,39,engine temperature,wiper on,radio on gte 1,h0v0,7,medium,E,H,E,WHAT_Qn,-1,-1,332,15.20780135,19.41054138,32.49537881,1,2,-1,3
R_3iECfulePwymQNr,100,10/04/2021 07:28,10/04/2021 07:21,10/04/2021 07:28,True,391,idc33-eG-gO-qry_rO_gte_1-flips_h0v0-nMasks_6-dMask_medium-dCmplx_MME-fcs_WHAT_Qn-bsln_f_t-cntrQ_333,33,engine temperature,gps on,radio on gte 1,h0v0,6,medium,M,M,E,WHAT_Qn,-1,1,333,7.974685938,14.58075624,18.7761827,0,0,1,4
R_3iECfulePwymQNr,100,10/04/2021 07:28,10/04/2021 07:21,10/04/2021 07:28,True,391,idc63-eG-gO-qry_fC_gte_95.17-flips_h0v0-nMasks_7-dMask_medium-dCmplx_MHM-fcs_WHAT_Qn-bsln_f_f-cntrQ_334,63,engine temperature,gps on,fuel consumption gte 95.17,h0v0,7,medium,M,H,M,WHAT_Qn,-1,-1,334,3.36983499,8.022419403,15.71196731,1,1,1,4
R_3iECfulePwymQNr,100,10/04/2021 07:28,10/04/2021 07:21,10/04/2021 07:28,True,391,idc32-sF-rO-qry_gO_gte_1-flips_h0v0-nMasks_7-dMask_medium-dCmplx_MME-fcs_WHAT_Qn-bsln_t_f-cntrQ_335,32,suspension force,radio on,gps on gte 1,h0v0,7,medium,M,M,E,WHAT_Qn,1,-1,335,13.39891266,18.14219593,23.17564104,-1,2,0,3
R_3iECfulePwymQNr,100,10/04/2021 07:28,10/04/2021 07:21,10/04/2021 07:28,True,391,idc54-sF-rO-qry_eT_gte_86.90-flips_h0v0-nMasks_5-dMask_medium-dCmplx_HEM-fcs_WHAT_Qn-bsln_t_t-cntrQ_336,54,suspension force,radio on,engine temperature gte 86.90,h0v0,5,medium,H,E,M,WHAT_Qn,1,1,336,4.780900098,6.62767698,21.49544575,-1,5,0,0
R_3iECfulePwymQNr,100,10/04/2021 07:28,10/04/2021 07:21,10/04/2021 07:28,True,391,idc61-eC-gO-qry_hO_gte_1-flips_h0v0-nMasks_6-dMask_medium-dCmplx_MHE-fcs_WHAT_Qn-bsln_f_t-cntrQ_337,61,electricity consumption,gps on,heating on gte 1,h0v0,6,medium,M,H,E,WHAT_Qn,-1,1,337,12.63952268,12.75723908,18.66152815,1,2,-1,5
R_3iECfulePwymQNr,100,10/04/2021 07:28,10/04/2021 07:21,10/04/2021 07:28,True,391,idc59-eC-rO-qry_wO_gte_1-flips_h0v0-nMasks_6-dMask_medium-dCmplx_MHM-fcs_WHAT_Qn-bsln_t_f-cntrQ_338,59,electricity consumption,radio on,wiper on gte 1,h0v0,6,medium,M,H,M,WHAT_Qn,1,-1,338,18.30726968,24.57557984,35.53168651,-1,5,1,5
R_3iECfulePwymQNr,100,10/04/2021 07:28,10/04/2021 07:21,10/04/2021 07:28,True,391,idc22-eC-rO-qry_gO_gte_1-flips_h0v0-nMasks_5-dMask_medium-dCmplx_EMH-fcs_WHAT_Qn-bsln_t_f-cntrQ_339,22,electricity consumption,radio on,gps on gte 1,h0v0,5,medium,E,M,H,WHAT_Qn,1,-1,339,5.562952035,14.39463482,19.1918514,1,3,0,5
R_3iECfulePwymQNr,100,10/04/2021 07:28,10/04/2021 07:21,10/04/2021 07:28,True,391,idc41-eG-rO-qry_wO_gte_1-flips_h0v0-nMasks_7-dMask_medium-dCmplx_EHE-fcs_WHAT_Qn-bsln_t_f-cntrQ_340,41,engine temperature,radio on,wiper on gte 1,h0v0,7,medium,E,H,E,WHAT_Qn,1,-1,340,4.546472193,9.504952448,10.13440665,0,2,0,2
R_3iECfulePwymQNr,100,10/04/2021 07:28,10/04/2021 07:21,10/04/2021 07:28,True,391,idc3-sF-rO-qry_fC_gte_101.31-flips_h0v0-nMasks_6-dMask_medium-dCmplx_EEE-fcs_WHAT_Qn-bsln_f_f-cntrQ_341,3,suspension force,radio on,fuel consumption gte 101.31,h0v0,6,medium,E,E,E,WHAT_Qn,-1,-1,341,16.06227175,25.56939378,32.9408249,1,0,0,1
R_3iECfulePwymQNr,100,10/04/2021 07:28,10/04/2021 07:21,10/04/2021 07:28,True,391,idc2-sF-wO-qry_fC_gte_102.75-flips_h0v0-nMasks_5-dMask_medium-dCmplx_EEE-fcs_WHAT_Qn-bsln_t_f-cntrQ_342,2,suspension force,wiper on,fuel consumption gte 102.75,h0v0,5,medium,E,E,E,WHAT_Qn,1,-1,342,1.065383848,2.919959005,8.497620684,0,5,0,2
R_3iECfulePwymQNr,100,10/04/2021 07:28,10/04/2021 07:21,10/04/2021 07:28,True,391,idc64-eG-gO-qry_rO_gte_1-flips_h0v0-nMasks_6-dMask_medium-dCmplx_MHM-fcs_WHAT_Qn-bsln_f_f-cntrQ_343,64,engine temperature,gps on,radio on gte 1,h0v0,6,medium,M,H,M,WHAT_Qn,-1,-1,343,18.76042936,23.9779781,38.44059666,-1,4,-1,2
R_3iECfulePwymQNr,100,10/04/2021 07:28,10/04/2021 07:21,10/04/2021 07:28,True,391,idc72-fC-gO-qry_rO_gte_1-flips_h0v0-nMasks_7-dMask_medium-dCmplx_HMM-fcs_WHAT_Qn-bsln_f_f-cntrQ_344,72,fuel consumption,gps on,radio on gte 1,h0v0,7,medium,H,M,M,WHAT_Qn,-1,-1,344,6.731482887,9.112020982,12.11182563,1,3,1,5
R_3iECfulePwymQNr,100,10/04/2021 07:28,10/04/2021 07:21,10/04/2021 07:28,True,391,idc34-sF-gO-qry_rO_gte_1-flips_h0v0-nMasks_6-dMask_medium-dCmplx_MMM-fcs_WHAT_Qn-bsln_t_t-cntrQ_345,34,suspension force,gps on,radio on gte 1,h0v0,6,medium,M,M,M,WHAT_Qn,1,1,345,12.13001395,14.81746341,23.18295561,1,4,0,3
R_3iECfulePwymQNr,100,10/04/2021 07:28,10/04/2021 07:21,10/04/2021 07:28,True,391,idc38-eC-wO-qry_eT_gte_93.45-flips_h0v0-nMasks_4-dMask_medium-dCmplx_MMH-fcs_WHAT_Qn-bsln_t_f-cntrQ_346,38,electricity consumption,wiper on,engine temperature gte 93.45,h0v0,4,medium,M,M,H,WHAT_Qn,1,-1,346,4.441559571,12.55866719,12.66366845,0,3,-1,2
R_3iECfulePwymQNr,100,10/04/2021 07:28,10/04/2021 07:21,10/04/2021 07:28,True,391,idc47-sF-wO-qry_eT_gte_88.33-flips_h0v0-nMasks_4-dMask_medium-dCmplx_EHM-fcs_WHAT_Qn-bsln_t_f-cntrQ_347,47,suspension force,wiper on,engine temperature gte 88.33,h0v0,4,medium,E,H,M,WHAT_Qn,1,-1,347,13.87473813,19.09278194,19.28571541,0,5,0,4
R_3iECfulePwymQNr,100,10/04/2021 07:28,10/04/2021 07:21,10/04/2021 07:28,True,391,idc20-eC-rO-qry_eT_gte_79.92-flips_h0v0-nMasks_5-dMask_medium-dCmplx_HHE-fcs_WHAT_Qn-bsln_f_f-cntrQ_348,20,electricity consumption,radio on,engine temperature gte 79.92,h0v0,5,medium,H,H,E,WHAT_Qn,-1,-1,348,17.9145123,27.38730309,36.53078899,1,1,0,3
R_3iECfulePwymQNr,100,10/04/2021 07:28,10/04/2021 07:21,10/04/2021 07:28,True,391,idc6-sF-gO-qry_eT_gte_79.40-flips_h0v0-nMasks_6-dMask_medium-dCmplx_EEM-fcs_WHAT_Qn-bsln_f_f-cntrQ_349,6,suspension force,gps on,engine temperature gte 79.40,h0v0,6,medium,E,E,M,WHAT_Qn,-1,-1,349,0,0,32,-1,3,-1,2
R_3iECfulePwymQNr,100,10/04/2021 07:28,10/04/2021 07:21,10/04/2021 07:28,True,391,idc12-sF-gO-qry_wO_gte_1-flips_h0v0-nMasks_5-dMask_medium-dCmplx_EME-fcs_WHAT_Qn-bsln_f_t-cntrQ_350,12,suspension force,gps on,wiper on gte 1,h0v0,5,medium,E,M,E,WHAT_Qn,-1,1,350,8.44036807,15.5081446,18.7790948,0,2,1,0
R_3iECfulePwymQNr,100,10/04/2021 07:28,10/04/2021 07:21,10/04/2021 07:28,True,391,idc67-eC-wO-qry_rO_gte_1-flips_h0v0-nMasks_7-dMask_medium-dCmplx_HME-fcs_WHAT_Qn-bsln_f_f-cntrQ_351,67,electricity consumption,wiper on,radio on gte 1,h0v0,7,medium,H,M,E,WHAT_Qn,-1,-1,351,5.559927397,7.833481517,17.01068806,1,0,1,2
R_3iECfulePwymQNr,100,10/04/2021 07:28,10/04/2021 07:21,10/04/2021 07:28,True,391,idc1-eC-gO-qry_fC_gte_92.68-flips_h0v0-nMasks_10-dMask_hard-dCmplx_EEE-fcs_WHAT_Qn-bsln_f_t-cntrQ_406,1,electricity consumption,gps on,fuel consumption gte 92.68,h0v0,10,hard,E,E,E,WHAT_Qn,-1,1,406,1.037124416,7.688026186,20.91408874,1,3,0,3
R_3iECfulePwymQNr,100,10/04/2021 07:28,10/04/2021 07:21,10/04/2021 07:28,True,391,idc68-fC-gO-qry_eT_gte_89.05-flips_h0v0-nMasks_7-dMask_hard-dCmplx_HMH-fcs_WHAT_Qn-bsln_t_f-cntrQ_407,68,fuel consumption,gps on,engine temperature gte 89.05,h0v0,7,hard,H,M,H,WHAT_Qn,1,-1,407,0.967818556,7.727776861,17.73276526,1,4,-1,5
R_3iECfulePwymQNr,100,10/04/2021 07:28,10/04/2021 07:21,10/04/2021 07:28,True,391,idc29-eG-rO-qry_fC_gte_101.12-flips_h0v0-nMasks_14-dMask_hard-dCmplx_MEH-fcs_WHAT_Qn-bsln_t_t-cntrQ_408,29,engine temperature,radio on,fuel consumption gte 101.12,h0v0,14,hard,M,E,H,WHAT_Qn,1,1,408,10.46848217,16.0660771,24.37628398,1,0,1,1
R_3iECfulePwymQNr,100,10/04/2021 07:28,10/04/2021 07:21,10/04/2021 07:28,True,391,idc69-eG-rO-qry_sF_gte_100.21-flips_h0v0-nMasks_10-dMask_hard-dCmplx_HMH-fcs_WHAT_Qn-bsln_f_f-cntrQ_409,69,engine temperature,radio on,suspension force gte 100.21,h0v0,10,hard,H,M,H,WHAT_Qn,-1,-1,409,17.6401394,27.44171102,36.2754011,-1,5,0,1
R_3iECfulePwymQNr,100,10/04/2021 07:28,10/04/2021 07:21,10/04/2021 07:28,True,391,idc14-eG-gO-qry_hO_gte_1-flips_h0v0-nMasks_8-dMask_hard-dCmplx_EME-fcs_WHAT_Qn-bsln_f_f-cntrQ_410,14,engine temperature,gps on,heating on gte 1,h0v0,8,hard,E,M,E,WHAT_Qn,-1,-1,410,17.58707682,24.16315768,37.17702588,-1,0,-1,2
R_3iECfulePwymQNr,100,10/04/2021 07:28,10/04/2021 07:21,10/04/2021 07:28,True,391,idc31-eC-gO-qry_eT_gte_85.62-flips_h0v0-nMasks_10-dMask_hard-dCmplx_MME-fcs_WHAT_Qn-bsln_f_f-cntrQ_411,31,electricity consumption,gps on,engine temperature gte 85.62,h0v0,10,hard,M,M,E,WHAT_Qn,-1,-1,411,16.1786872,17.14920776,19.2523528,1,0,0,3
R_3iECfulePwymQNr,100,10/04/2021 07:28,10/04/2021 07:21,10/04/2021 07:28,True,391,idc4-sF-gO-qry_fC_gte_101.74-flips_h0v0-nMasks_12-dMask_hard-dCmplx_EEE-fcs_WHAT_Qn-bsln_t_t-cntrQ_412,4,suspension force,gps on,fuel consumption gte 101.74,h0v0,12,hard,E,E,E,WHAT_Qn,1,1,412,8.808084306,16.5674697,25.86421743,-1,1,1,2
R_3iECfulePwymQNr,100,10/04/2021 07:28,10/04/2021 07:21,10/04/2021 07:28,True,391,idc39-eG-wO-qry_gO_gte_1-flips_h0v0-nMasks_9-dMask_hard-dCmplx_EHE-fcs_WHAT_Qn-bsln_t_t-cntrQ_413,39,engine temperature,wiper on,gps on gte 1,h0v0,9,hard,E,H,E,WHAT_Qn,1,1,413,17.9623399,26.60172472,40.7301137,0,1,0,5
R_3iECfulePwymQNr,100,10/04/2021 07:28,10/04/2021 07:21,10/04/2021 07:28,True,391,idc33-eG-gO-qry_fC_gte_98.14-flips_h0v0-nMasks_8-dMask_hard-dCmplx_MME-fcs_WHAT_Qn-bsln_t_f-cntrQ_414,33,engine temperature,gps on,fuel consumption gte 98.14,h0v0,8,hard,M,M,E,WHAT_Qn,1,-1,414,5.06156821,14.54732468,26.71503264,-1,1,1,5
