StartDate,EndDate,Status,IPAddress,Progress,Duration_in_seconds,Finished,RecordedDate,ResponseId,LocationLatitude,LocationLongitude,DistributionChannel,UserLanguage,idc,drawnQn,drawnQl,queryString,flips,nMasks,dMask,dComplex_Qn,dComplex_Ql,dComplex_Where,focus,bslnA1,bslnA2,bslnA3,bslnB,cntrQ,dComplex_focus,info_focus_dComplex_dMask,info_dComplex_dMask,trustB,t,answerA1,diffA1,answerA2,diffA2,answerA3,diffA3,answerB,correctB,trustA1,trustA2,trustA3
"28/08/2021 16:09","28/08/2021 16:33","IP Address","46.189.188.80","100","1476","True","28/08/2021 16:33","R_3JJciwW89cS7KBJ","38.73100281","-9.137298584","anonymous","EN",38,"electricity consumption","wiper on","heating on gte 1","h0v0",13,"hard","M","E","H","WHAT_Ql",43.47,67.13,74.55,-1,454,"E","WHAT_Ql_E_H","E_H","4","99.631","80",-36.53,"78",-10.870000000000005,"91",-16.450000000000003,"Agree",0,"4","4","4"
"28/08/2021 16:09","28/08/2021 16:33","IP Address","46.189.188.80","100","1476","True","28/08/2021 16:33","R_3JJciwW89cS7KBJ","38.73100281","-9.137298584","anonymous","EN",14,"engine temperature","gps on","radio on gte 1","h0v0",3,"easy","M","M","E","WHERE",7.44,7.67,85.37,-1,302,"E","WHERE_E_E","E_E","5","76.986","6",1.4400000000000004,"10",-2.33,"95",-9.629999999999995,"Agree",0,"5","1","4"
"28/08/2021 16:09","28/08/2021 16:33","IP Address","46.189.188.80","100","1476","True","28/08/2021 16:33","R_3JJciwW89cS7KBJ","38.73100281","-9.137298584","anonymous","EN",34,"suspension force","gps on","wiper on gte 1","h0v0",9,"medium","E","H","H","WHERE",77.84,76.94,63.38,-1,399,"H","WHERE_H_M","H_M","5","123.53","20",57.84,"80",-3.0600000000000023,"60",3.3800000000000026,"Agree",0,"3","0","4"
"28/08/2021 16:09","28/08/2021 16:33","IP Address","46.189.188.80","100","1476","True","28/08/2021 16:33","R_3JJciwW89cS7KBJ","38.73100281","-9.137298584","anonymous","EN",39,"engine temperature","wiper on","heating on gte 1","h0v0",15,"hard","H","M","E","WHERE",28.3,28.34,47.79,1,467,"E","WHERE_E_H","E_H","5","105.752","28",0.3000000000000007,"46",-17.66,"85",-37.21,"Disagree",0,"3","0","4"
"28/08/2021 16:06","28/08/2021 16:35","IP Address","132.235.96.1","100","1721","True","28/08/2021 16:35","R_2sZsL7412DFJGBf","39.31840515","-82.10119629","anonymous","EN",31,"electricity consumption","gps on","radio on gte 1","h0v0",3,"easy","M","H","E","WHAT_Qn",27.63,26.9,86.05,-1,249,"M","WHAT_Qn_M_E","M_E","5","179.761","30",-2.370000000000001,"25",1.8999999999999986,"82",4.049999999999997,"Disagree",1,"4","4","4"
"28/08/2021 16:06","28/08/2021 16:35","IP Address","132.235.96.1","100","1721","True","28/08/2021 16:35","R_2sZsL7412DFJGBf","39.31840515","-82.10119629","anonymous","EN",31,"electricity consumption","gps on","wiper on gte 1","h0v0",10,"medium","M","H","E","WHAT_Qn",30.63,26.9,60.83,-1,330,"M","WHAT_Qn_M_M","M_M","4","71.283","30",0.629999999999999,"22",4.899999999999999,"57",3.8299999999999983,"Disagree",1,"3","3","4"
"28/08/2021 16:06","28/08/2021 16:35","IP Address","132.235.96.1","100","1721","True","28/08/2021 16:35","R_2sZsL7412DFJGBf","39.31840515","-82.10119629","anonymous","EN",63,"engine temperature","gps on","wiper on gte 1","h0v0",12,"hard","E","E","M","WHAT_Qn",54.96,54.56,62.87,-1,415,"E","WHAT_Qn_E_H","E_H","4","125.86","25",29.96,"40",14.560000000000002,"55",7.869999999999997,"Disagree",1,"2","3","4"
"28/08/2021 16:06","28/08/2021 16:35","IP Address","132.235.96.1","100","1721","True","28/08/2021 16:35","R_2sZsL7412DFJGBf","39.31840515","-82.10119629","anonymous","EN",69,"engine temperature","radio on","heating on gte 1","h0v0",3,"easy","M","E","E","WHAT_Ql",16.46,72.83,16.46,1,274,"E","WHAT_Ql_E_E","E_E","3","137.373","18",-1.5399999999999991,"71",1.8299999999999983,"18",-1.5399999999999991,"Agree",1,"4","4","4"
"28/08/2021 16:06","28/08/2021 16:35","IP Address","132.235.96.1","100","1721","True","28/08/2021 16:35","R_2sZsL7412DFJGBf","39.31840515","-82.10119629","anonymous","EN",72,"fuel consumption","gps on","wiper on gte 1","h0v0",11,"medium","E","M","H","WHAT_Ql",52.5,94.78,57.72,-1,371,"M","WHAT_Ql_M_M","M_M","3","72.383","40",12.5,"91",3.780000000000001,"48",9.719999999999999,"Agree",0,"3","4","4"
"28/08/2021 16:06","28/08/2021 16:35","IP Address","132.235.96.1","100","1721","True","28/08/2021 16:35","R_2sZsL7412DFJGBf","39.31840515","-82.10119629","anonymous","EN",3,"suspension force","radio on","wiper on gte 1","h0v0",13,"hard","H","M","M","WHAT_Ql",44.91,88.41,50,-1,449,"M","WHAT_Ql_M_H","M_H","5","246.324","41",3.9099999999999966,"80",8.409999999999997,"50",0,"Neither agree nor disagree",0,"3","4","3"
"28/08/2021 16:06","28/08/2021 16:35","IP Address","132.235.96.1","100","1721","True","28/08/2021 16:35","R_2sZsL7412DFJGBf","39.31840515","-82.10119629","anonymous","EN",67,"electricity consumption","wiper on","gps on gte 1","h0v0",2,"easy","H","H","H","WHERE",55.16,59.43,39.73,-1,324,"H","WHERE_H_E","H_E","5","127.62","20",35.16,"40",19.43,"39",0.7299999999999969,"Agree",0,"3","2","4"
"28/08/2021 16:06","28/08/2021 16:35","IP Address","132.235.96.1","100","1721","True","28/08/2021 16:35","R_2sZsL7412DFJGBf","39.31840515","-82.10119629","anonymous","EN",29,"engine temperature","radio on","wiper on gte 1","h0v0",10,"medium","E","H","E","WHERE",36.14,37.82,68.9,-1,381,"E","WHERE_E_M","E_M","3","145.731","15",21.14,"30",7.82,"80",-11.099999999999994,"Agree",0,"1","2","4"
"28/08/2021 16:06","28/08/2021 16:35","IP Address","132.235.96.1","100","1721","True","28/08/2021 16:35","R_2sZsL7412DFJGBf","39.31840515","-82.10119629","anonymous","EN",12,"suspension force","gps on","wiper on gte 1","h0v0",13,"hard","H","M","H","WHERE",63.14,56.63,46.84,1,485,"H","WHERE_H_H","H_H","4","63.063","30",33.14,"46",10.630000000000003,"45",1.8400000000000034,"Disagree",0,"3","3","4"
"28/08/2021 16:01","28/08/2021 16:38","IP Address","66.183.239.118","100","2209","True","28/08/2021 16:38","R_1lh3Vj5kkbbZq4k","49.13780212","-122.8520966","anonymous","EN",4,"suspension force","gps on","radio on gte 1","h0v0",3,"easy","H","E","E","WHAT_Qn",65.95,67.04,95.36,-1,250,"H","WHAT_Qn_H_E","H_E","3","177.922","39",26.950000000000003,"32",35.040000000000006,"96",-0.6400000000000006,"Agree",0,"3","2","3"
"28/08/2021 16:01","28/08/2021 16:38","IP Address","66.183.239.118","100","2209","True","28/08/2021 16:38","R_1lh3Vj5kkbbZq4k","49.13780212","-122.8520966","anonymous","EN",12,"suspension force","gps on","wiper on gte 1","h0v0",8,"medium","H","M","H","WHAT_Qn",74.89,67.07,59.4,1,350,"H","WHAT_Qn_H_M","H_M","2","107.273","35",39.89,"27",40.06999999999999,"47",12.399999999999999,"Agree",1,"3","2","3"
"28/08/2021 16:01","28/08/2021 16:38","IP Address","66.183.239.118","100","2209","True","28/08/2021 16:38","R_1lh3Vj5kkbbZq4k","49.13780212","-122.8520966","anonymous","EN",1,"electricity consumption","gps on","wiper on gte 1","h0v0",13,"hard","E","E","E","WHAT_Qn",27.6,28.74,56.96,1,406,"E","WHAT_Qn_E_H","E_H","2","130.239","16",11.600000000000001,"20",8.739999999999998,"61",-4.039999999999999,"Agree",1,"3","3","3"
"28/08/2021 16:01","28/08/2021 16:38","IP Address","66.183.239.118","100","2209","True","28/08/2021 16:38","R_1lh3Vj5kkbbZq4k","49.13780212","-122.8520966","anonymous","EN",14,"engine temperature","gps on","radio on gte 1","h0v0",3,"easy","M","M","E","WHAT_Ql",14.31,15.56,86.51,1,275,"M","WHAT_Ql_M_E","M_E","3","186.628","87",-72.69,"23",-7.4399999999999995,"77",9.510000000000005,"Agree",1,"4","3","3"
"28/08/2021 16:01","28/08/2021 16:38","IP Address","66.183.239.118","100","2209","True","28/08/2021 16:38","R_1lh3Vj5kkbbZq4k","49.13780212","-122.8520966","anonymous","EN",47,"suspension force","wiper on","heating on gte 1","h0v0",12,"medium","M","M","H","WHAT_Ql",26.13,46.5,61.31,-1,374,"M","WHAT_Ql_M_M","M_M","3","150.577","98",-71.87,"50",-3.5,"64",-2.6899999999999977,"Agree",0,"3","2","2"
"28/08/2021 16:01","28/08/2021 16:38","IP Address","66.183.239.118","100","2209","True","28/08/2021 16:38","R_1lh3Vj5kkbbZq4k","49.13780212","-122.8520966","anonymous","EN",34,"suspension force","gps on","wiper on gte 1","h0v0",12,"hard","E","H","H","WHAT_Ql",19.34,22.84,54.54,1,453,"H","WHAT_Ql_H_H","H_H","3","154.426","72",-52.66,"45",-22.16,"28",26.54,"Agree",1,"3","3","3"
"28/08/2021 16:01","28/08/2021 16:38","IP Address","66.183.239.118","100","2209","True","28/08/2021 16:38","R_1lh3Vj5kkbbZq4k","49.13780212","-122.8520966","anonymous","EN",34,"suspension force","gps on","radio on gte 1","h0v0",2,"easy","E","H","H","WHERE",64.64,74.21,37.97,1,318,"H","WHERE_H_E","H_E","3","151.888","59",5.640000000000001,"51",23.209999999999994,"64",-26.03,"Agree",1,"3","2","2"
"28/08/2021 16:01","28/08/2021 16:38","IP Address","66.183.239.118","100","2209","True","28/08/2021 16:38","R_1lh3Vj5kkbbZq4k","49.13780212","-122.8520966","anonymous","EN",3,"suspension force","radio on","wiper on gte 1","h0v0",9,"medium","H","M","M","WHERE",56.17,57.85,61.02,1,395,"M","WHERE_M_M","M_M","2","112.457","62",-5.829999999999998,"43",14.850000000000001,"62",-0.9799999999999969,"Agree",1,"2","1","4"
"28/08/2021 16:01","28/08/2021 16:38","IP Address","66.183.239.118","100","2209","True","28/08/2021 16:38","R_1lh3Vj5kkbbZq4k","49.13780212","-122.8520966","anonymous","EN",67,"electricity consumption","wiper on","heating on gte 1","h0v0",13,"hard","H","H","H","WHERE",32.6,33.82,70.4,1,486,"H","WHERE_H_H","H_H","1","104.873","50",-17.4,"59",-25.18,"55",15.400000000000006,"Neither agree nor disagree",0,"3","2","2"
"28/08/2021 16:10","28/08/2021 16:39","IP Address","108.173.97.25","100","1734","True","28/08/2021 16:39","R_W3DO5le6uhlM9Wh","51.08070374","-113.9571991","anonymous","EN",22,"electricity consumption","radio on","gps on gte 1","h0v0",2,"easy","M","H","M","WHAT_Qn",29.04,51.98,4.71,1,258,"M","WHAT_Qn_M_E","M_E","3","91.306","46",-16.96,"57",-5.020000000000003,"8",-3.29,"Disagree",0,"3","3","3"
"28/08/2021 16:10","28/08/2021 16:39","IP Address","108.173.97.25","100","1734","True","28/08/2021 16:39","R_W3DO5le6uhlM9Wh","51.08070374","-113.9571991","anonymous","EN",38,"electricity consumption","wiper on","heating on gte 1","h0v0",10,"medium","M","E","H","WHAT_Qn",47.13,51.93,76.35,1,346,"M","WHAT_Qn_M_M","M_M","3","130.027","50",-2.8699999999999974,"56",-4.07,"88",-11.650000000000006,"Neither agree nor disagree",0,"3","3","3"
"28/08/2021 16:10","28/08/2021 16:39","IP Address","108.173.97.25","100","1734","True","28/08/2021 16:39","R_W3DO5le6uhlM9Wh","51.08070374","-113.9571991","anonymous","EN",33,"engine temperature","gps on","wiper on gte 1","h0v0",16,"hard","H","H","E","WHAT_Qn",57.76,51.81,42.31,1,414,"H","WHAT_Qn_H_H","H_H","3","51.716","51",6.759999999999998,"56",-4.189999999999998,"44",-1.6899999999999977,"Neither agree nor disagree",0,"3","3","3"
"28/08/2021 16:10","28/08/2021 16:39","IP Address","108.173.97.25","100","1734","True","28/08/2021 16:39","R_W3DO5le6uhlM9Wh","51.08070374","-113.9571991","anonymous","EN",67,"electricity consumption","wiper on","gps on gte 1","h0v0",2,"easy","H","H","H","WHAT_Ql",17.81,32.18,44.2,1,297,"H","WHAT_Ql_H_E","H_E","3","69.733","73",-55.19,"33",-0.8200000000000003,"43",1.2000000000000028,"Disagree",0,"3","3","3"
"28/08/2021 16:10","28/08/2021 16:39","IP Address","108.173.97.25","100","1734","True","28/08/2021 16:39","R_W3DO5le6uhlM9Wh","51.08070374","-113.9571991","anonymous","EN",29,"engine temperature","radio on","wiper on gte 1","h0v0",10,"medium","E","H","E","WHAT_Ql",1.85,5.14,49.38,1,354,"H","WHAT_Ql_H_M","H_M","4","119.242","60",-58.15,"5",0.13999999999999968,"55",-5.619999999999997,"Disagree",0,"3","3","3"
"28/08/2021 16:10","28/08/2021 16:39","IP Address","108.173.97.25","100","1734","True","28/08/2021 16:39","R_W3DO5le6uhlM9Wh","51.08070374","-113.9571991","anonymous","EN",41,"engine temperature","radio on","wiper on gte 1","h0v0",12,"hard","H","E","M","WHAT_Ql",55.78,77.31,61.57,1,448,"E","WHAT_Ql_E_H","E_H","3","123.096","91",-35.22,"77",0.3100000000000023,"65",-3.4299999999999997,"Neither agree nor disagree",0,"3","4","4"
"28/08/2021 16:10","28/08/2021 16:39","IP Address","108.173.97.25","100","1734","True","28/08/2021 16:39","R_W3DO5le6uhlM9Wh","51.08070374","-113.9571991","anonymous","EN",29,"engine temperature","radio on","wiper on gte 1","h0v0",3,"easy","E","H","E","WHERE",50.79,48.57,74.86,1,300,"E","WHERE_E_E","E_E","4","120.571","51",-0.21000000000000085,"19",29.57,"82",-7.140000000000001,"Agree",1,"1","3","4"
"28/08/2021 16:10","28/08/2021 16:39","IP Address","108.173.97.25","100","1734","True","28/08/2021 16:39","R_W3DO5le6uhlM9Wh","51.08070374","-113.9571991","anonymous","EN",38,"electricity consumption","wiper on","heating on gte 1","h0v0",10,"medium","M","E","H","WHERE",54.37,51.22,72.45,-1,400,"H","WHERE_H_M","H_M","3","203.339","31",23.369999999999997,"25",26.22,"65",7.450000000000003,"Disagree",1,"2","2","3"
"28/08/2021 16:10","28/08/2021 16:39","IP Address","108.173.97.25","100","1734","True","28/08/2021 16:39","R_W3DO5le6uhlM9Wh","51.08070374","-113.9571991","anonymous","EN",34,"suspension force","gps on","wiper on gte 1","h0v0",13,"hard","E","H","H","WHERE",73.17,76.94,58.15,1,480,"H","WHERE_H_H","H_H","3","53.393","53",20.17,"78",-1.0600000000000023,"60",-1.8500000000000014,"Agree",1,"3","3","3"
"28/08/2021 16:12","28/08/2021 16:49","IP Address","197.185.109.207","100","2223","True","28/08/2021 16:49","R_2sXX5i1RHw2dAKw","-26.38110352","27.83760071","anonymous","EN",1,"electricity consumption","gps on","radio on gte 1","h0v0",4,"easy","E","E","E","WHAT_Qn",28.95,28.74,85.75,-1,244,"E","WHAT_Qn_E_E","E_E","4","109.049","25",3.9499999999999993,"25",3.7399999999999984,"90",-4.25,"Disagree",1,"4","4","4"
"28/08/2021 16:12","28/08/2021 16:49","IP Address","197.185.109.207","100","2223","True","28/08/2021 16:49","R_2sXX5i1RHw2dAKw","-26.38110352","27.83760071","anonymous","EN",68,"fuel consumption","gps on","wiper on gte 1","h0v0",8,"medium","E","M","E","WHAT_Qn",29.96,29.26,63.03,-1,326,"E","WHAT_Qn_E_M","E_M","5","216.294","10",19.96,"25",4.260000000000002,"9",54.03,"Disagree",1,"4","3","4"
"28/08/2021 16:12","28/08/2021 16:49","IP Address","197.185.109.207","100","2223","True","28/08/2021 16:49","R_2sXX5i1RHw2dAKw","-26.38110352","27.83760071","anonymous","EN",14,"engine temperature","gps on","wiper on gte 1","h0v0",12,"hard","M","M","E","WHAT_Qn",53.25,51.87,65.6,-1,410,"M","WHAT_Qn_M_H","M_H","4","128.782","55",-1.75,"55",-3.1300000000000026,"80",-14.400000000000006,"Disagree",1,"4","4","4"
"28/08/2021 16:12","28/08/2021 16:49","IP Address","197.185.109.207","100","2223","True","28/08/2021 16:49","R_2sXX5i1RHw2dAKw","-26.38110352","27.83760071","anonymous","EN",2,"suspension force","wiper on","radio on gte 1","h0v0",2,"easy","H","H","M","WHAT_Ql",27.27,46.36,59.09,-1,288,"H","WHAT_Ql_H_E","H_E","4","113.085","40",-12.73,"35",11.36,"35",24.090000000000003,"Agree",0,"4","4","4"
"28/08/2021 16:12","28/08/2021 16:49","IP Address","197.185.109.207","100","2223","True","28/08/2021 16:49","R_2sXX5i1RHw2dAKw","-26.38110352","27.83760071","anonymous","EN",1,"electricity consumption","gps on","wiper on gte 1","h0v0",10,"medium","E","E","E","WHAT_Ql",7.94,13.31,63.78,1,352,"E","WHAT_Ql_E_M","E_M","4","132.11","8",-0.05999999999999961,"15",-1.6899999999999995,"60",3.780000000000001,"Agree",1,"4","4","4"
