StartDate,EndDate,Status,IPAddress,Progress,Duration_in_seconds,Finished,RecordedDate,ResponseId,LocationLatitude,LocationLongitude,DistributionChannel,UserLanguage,idc,drawnQn,drawnQl,queryString,flips,nMasks,dMask,dComplex_Qn,dComplex_Ql,dComplex_Where,focus,bslnA1,bslnA2,bslnA3,bslnB,cntrQ,dComplex_focus,info_focus_dComplex_dMask,info_dComplex_dMask,trustB,t,answerA1,diffA1,answerA2,diffA2,answerA3,diffA3,answerB,correctB,trustA1,trustA2,trustA3,uniqueCntrQuestion,scaling
19/09/2021 14:23,19/09/2021 14:57,IP Address,189.242.201.89,100,2042,True,19/09/2021 14:57,R_10JL9uUzJINBpv0,19.28799438,-99.00509644,anonymous,EN,59,electricity consumption,radio on,wiper on gte 1,h0v0,10,medium,M,M,M,WHAT_Ql,5.32,15.58,53.05,1,8352,M,WHAT_Ql_M_M,M_M,5,121.471,70,-64.68,60,-44.42,80,-26.95,Neither agree nor disagree,0,5,5,5,10,2
19/09/2021 14:23,19/09/2021 14:57,IP Address,189.242.201.89,100,2042,True,19/09/2021 14:57,R_10JL9uUzJINBpv0,19.28799438,-99.00509644,anonymous,EN,67,electricity consumption,wiper on,heating on gte 1,h0v0,13,hard,H,H,H,WHAT_Ql,9.22,20.17,61.15,-1,459,H,WHAT_Ql_H_H,H_H,5,191.551,70,-60.78,70,-49.83,70,-8.85,Agree,0,5,5,5,11,2
19/09/2021 14:23,19/09/2021 14:57,IP Address,189.242.201.89,100,2042,True,19/09/2021 14:57,R_10JL9uUzJINBpv0,19.28799438,-99.00509644,anonymous,EN,1,electricity consumption,gps on,radio on gte 1,h0v0,4,easy,E,E,E,WHAT_Qn,47.05,42.6,14.24,1,298,E,WHAT_Qn_E_E,E_E,5,180.159,85,-37.95,25,17.6,80,-65.76,Agree,1,5,5,5,12,2
19/09/2021 14:23,19/09/2021 14:57,IP Address,189.242.201.89,100,2042,True,19/09/2021 14:57,R_10JL9uUzJINBpv0,19.28799438,-99.00509644,anonymous,EN,59,electricity consumption,radio on,wiper on gte 1,h0v0,8,hard,M,M,M,WHAT_Qn,64.46,64.01,47.67,1,8412,M,WHAT_Qn_M_H,M_H,5,135.286,100,-35.54,60,4.01,48,-0.33,Disagree,0,5,5,4,13,2
19/09/2021 14:24,19/09/2021 15:20,IP Address,41.115.23.46,100,3363,True,19/09/2021 15:20,R_2V1Mqgmr22Mvc9W,-29.85560608,31.04490662,anonymous,EN,1,electricity consumption,gps on,radio on gte 1,h0v0,4,easy,E,E,E,WHAT_Qn,47.05,42.6,14.24,1,244,E,WHAT_Qn_E_E,E_E,5,208.577,38,9.05,39,3.6,14,0.24,Agree,1,3,3,4,14,2
19/09/2021 14:24,19/09/2021 15:20,IP Address,41.115.23.46,100,3363,True,19/09/2021 15:20,R_2V1Mqgmr22Mvc9W,-29.85560608,31.04490662,anonymous,EN,67,electricity consumption,wiper on,heating on gte 1,h0v0,3,medium,H,H,H,WHAT_Qn,54.46,56.78,59.42,1,351,H,WHAT_Qn_H_M,H_M,3,317.726,53,1.46,86,-29.22,31,28.42,Agree,1,3,3,4,15,2
19/09/2021 14:24,19/09/2021 15:20,IP Address,41.115.23.46,100,3363,True,19/09/2021 15:20,R_2V1Mqgmr22Mvc9W,-29.85560608,31.04490662,anonymous,EN,29,engine temperature,radio on,wiper on gte 1,h0v0,4,easy,E,H,E,WHAT_Ql,49.99,71.6,65.02,1,273,H,WHAT_Ql_H_E,H_E,5,227.426,54,-4.01,68,3.6,57,8.02,Disagree,0,4,4,4,16,2
19/09/2021 14:24,19/09/2021 15:20,IP Address,41.115.23.46,100,3363,True,19/09/2021 15:20,R_2V1Mqgmr22Mvc9W,-29.85560608,31.04490662,anonymous,EN,29,engine temperature,radio on,wiper on gte 1,h0v0,13,hard,E,H,E,WHAT_Ql,44.85,71.6,60.9,1,435,H,WHAT_Ql_H_H,H_H,4,228.056,37,7.85,72,-0.4,54,6.9,Agree,1,3,4,3,17,2
19/09/2021 14:24,19/09/2021 15:20,IP Address,41.115.23.46,100,3363,True,19/09/2021 15:20,R_2V1Mqgmr22Mvc9W,-29.85560608,31.04490662,anonymous,EN,67,electricity consumption,wiper on,radio on gte 1,h0v0,2,easy,H,H,H,WHAT_Ql,18.24,20.17,77.25,-1,324,H,WHAT_Ql_H_E,H_E,5,323.764,20,-1.76,20,0.17,76,1.25,Disagree,1,4,4,5,18,2
19/09/2021 14:24,19/09/2021 15:20,IP Address,41.115.23.46,100,3363,True,19/09/2021 15:20,R_2V1Mqgmr22Mvc9W,-29.85560608,31.04490662,anonymous,EN,29,engine temperature,radio on,heating on gte 1,h0v0,4,medium,E,H,E,WHAT_Qn,37.28,34.69,59.62,1,381,E,WHAT_Qn_E_M,E_M,4,208.705,23,14.28,53,-18.31,42,17.62,Agree,1,3,3,4,19,2
20/09/2021 07:24,20/09/2021 07:42,IP Address,187.213.23.167,100,1033,True,20/09/2021 07:42,R_vHW2LOvB2Eyp7sR,20.63259888,-103.4122009,anonymous,EN,29,engine temperature,radio on,wiper on gte 1,h0v0,4,easy,E,H,E,WHAT_Qn,31.48,34.69,64.97,1,246,E,WHAT_Qn_E_E,E_E,5,55.343,29,2.48,40,-5.31,55,9.97,Disagree,0,4,4,4,20,2
20/09/2021 07:24,20/09/2021 07:42,IP Address,187.213.23.167,100,1033,True,20/09/2021 07:42,R_vHW2LOvB2Eyp7sR,20.63259888,-103.4122009,anonymous,EN,4,suspension force,gps on,wiper on gte 1,h0v0,8,hard,H,E,E,WHAT_Ql,9.99,33.52,41.96,1,439,E,WHAT_Ql_E_H,E_H,5,99.765,11,-1.01,29,4.52,47,-5.04,Agree,1,5,4,4,21,2
20/09/2021 07:24,20/09/2021 07:42,IP Address,187.213.23.167,100,1033,True,20/09/2021 07:42,R_vHW2LOvB2Eyp7sR,20.63259888,-103.4122009,anonymous,EN,59,electricity consumption,radio on,wiper on gte 1,h0v0,10,medium,M,M,M,WHAT_Qn,59.43,64.01,68.02,-1,8327,M,WHAT_Qn_M_M,M_M,3,59.192,40,19.43,49,15.01,38,30.02,Disagree,1,5,5,4,22,2
20/09/2021 07:24,20/09/2021 07:42,IP Address,187.213.23.167,100,1033,True,20/09/2021 07:42,R_vHW2LOvB2Eyp7sR,20.63259888,-103.4122009,anonymous,EN,67,electricity consumption,wiper on,heating on gte 1,h0v0,7,medium,H,H,H,WHAT_Ql,7.08,20.17,30.9,-1,405,H,WHAT_Ql_H_M,H_M,3,54.487,8,-0.92,23,-2.83,32,-1.1,Agree,0,5,5,5,23,2
20/09/2021 07:25,20/09/2021 07:53,IP Address,169.0.82.233,100,1708,True,20/09/2021 07:53,R_1LhCgQWLnAhXK7j,-25.97659302,28.11439514,anonymous,EN,1,electricity consumption,gps on,radio on gte 1,h0v0,4,easy,E,E,E,WHAT_Qn,47.05,42.6,14.24,1,244,E,WHAT_Qn_E_E,E_E,1,130.862,34,13.05,25,17.6,17,-2.76,Neither agree nor disagree,0,0,0,0,24,2
20/09/2021 07:25,20/09/2021 07:53,IP Address,169.0.82.233,100,1708,True,20/09/2021 07:53,R_1LhCgQWLnAhXK7j,-25.97659302,28.11439514,anonymous,EN,29,engine temperature,radio on,wiper on gte 1,h0v0,14,hard,E,H,E,WHAT_Qn,39.8,34.69,51.06,1,408,E,WHAT_Qn_E_H,E_H,1,169.743,24,15.8,34,0.69,48,3.06,Disagree,0,0,0,0,25,2
20/09/2021 07:25,20/09/2021 07:53,IP Address,169.0.82.233,100,1708,True,20/09/2021 07:53,R_1LhCgQWLnAhXK7j,-25.97659302,28.11439514,anonymous,EN,4,suspension force,gps on,wiper on gte 1,h0v0,6,medium,H,E,E,WHAT_Ql,5.09,33.52,37.05,1,358,E,WHAT_Ql_E_M,E_M,0,86.687,25,-19.91,32,1.52,45,-7.95,Neither agree nor disagree,0,0,1,0,26,2
20/09/2021 07:25,20/09/2021 07:53,IP Address,169.0.82.233,100,1708,True,20/09/2021 07:53,R_1LhCgQWLnAhXK7j,-25.97659302,28.11439514,anonymous,EN,29,engine temperature,radio on,wiper on gte 1,h0v0,13,hard,E,H,E,WHAT_Ql,44.85,71.6,60.9,1,435,H,WHAT_Ql_H_H,H_H,1,111.238,55,-10.15,65,6.6,54,6.9,Neither agree nor disagree,0,1,1,1,27,2
20/09/2021 07:25,20/09/2021 07:53,IP Address,169.0.82.233,100,1708,True,20/09/2021 07:53,R_1LhCgQWLnAhXK7j,-25.97659302,28.11439514,anonymous,EN,67,electricity consumption,wiper on,radio on gte 1,h0v0,2,easy,H,H,H,WHAT_Ql,18.24,20.17,77.25,-1,324,H,WHAT_Ql_H_E,H_E,1,122.303,33,-14.76,26,-5.83,76,1.25,Disagree,1,1,0,2,28,2
20/09/2021 07:25,20/09/2021 07:53,IP Address,169.0.82.233,100,1708,True,20/09/2021 07:53,R_1LhCgQWLnAhXK7j,-25.97659302,28.11439514,anonymous,EN,29,engine temperature,radio on,heating on gte 1,h0v0,4,medium,E,H,E,WHAT_Qn,37.28,34.69,59.62,1,381,E,WHAT_Qn_E_M,E_M,0,91.516,25,12.28,38,-3.31,39,20.62,Neither agree nor disagree,0,1,1,1,29,2
20/09/2021 07:25,20/09/2021 07:53,IP Address,169.0.82.233,100,1708,True,20/09/2021 07:53,R_1LhCgQWLnAhXK7j,-25.97659302,28.11439514,anonymous,EN,1,electricity consumption,gps on,wiper on gte 1,h0v0,14,hard,E,E,E,WHAT_Ql,41.58,78.73,51.4,1,460,E,WHAT_Ql_E_H,E_H,2,174.308,83,-41.42,76,2.73,61,-9.6,Disagree,0,0,1,0,30,2
20/09/2021 07:24,20/09/2021 07:54,IP Address,187.190.189.87,100,1764,True,20/09/2021 07:54,R_42hIBJiEKMo9pKN,19.37159729,-99.15630341,anonymous,EN,67,electricity consumption,wiper on,radio on gte 1,h0v0,2,easy,H,H,H,WHAT_Qn,54.44,56.78,75.65,1,270,H,WHAT_Qn_H_E,H_E,4,203.821,60,-5.56,56,0.78,77,-1.35,Disagree,0,4,5,5,31,2
20/09/2021 07:24,20/09/2021 07:54,IP Address,187.190.189.87,100,1764,True,20/09/2021 07:54,R_42hIBJiEKMo9pKN,19.37159729,-99.15630341,anonymous,EN,67,electricity consumption,wiper on,heating on gte 1,h0v0,3,medium,H,H,H,WHAT_Qn,54.46,56.78,59.42,1,351,H,WHAT_Qn_H_M,H_M,4,136.904,58,-3.54,60,-3.22,33,26.42,Disagree,0,5,5,4,32,2
20/09/2021 07:24,20/09/2021 07:54,IP Address,187.190.189.87,100,1764,True,20/09/2021 07:54,R_42hIBJiEKMo9pKN,19.37159729,-99.15630341,anonymous,EN,59,electricity consumption,radio on,wiper on gte 1,h0v0,6,hard,M,M,M,WHAT_Qn,61.74,64.01,40.4,1,8432,M,WHAT_Qn_M_H,M_H,5,101.712,41,20.74,44,20.01,41,-0.6,Disagree,0,5,5,4,33,2
20/09/2021 07:24,20/09/2021 07:54,IP Address,187.190.189.87,100,1764,True,20/09/2021 07:54,R_42hIBJiEKMo9pKN,19.37159729,-99.15630341,anonymous,EN,59,electricity consumption,radio on,engine temperature gte 18.23,h0v0,4,easy,M,M,M,WHAT_Ql,5.12,15.58,27.02,-1,8297,M,WHAT_Ql_M_E,M_E,5,156.457,34,-28.88,54,-38.42,36,-8.98,Agree,0,5,4,4,34,2
20/09/2021 07:24,20/09/2021 07:54,IP Address,187.190.189.87,100,1764,True,20/09/2021 07:54,R_42hIBJiEKMo9pKN,19.37159729,-99.15630341,anonymous,EN,59,electricity consumption,radio on,wiper on gte 1,h0v0,10,medium,M,M,M,WHAT_Ql,5.32,15.58,53.05,1,8352,M,WHAT_Ql_M_M,M_M,5,149.511,33,-27.68,56,-40.42,33,20.05,Disagree,0,4,5,4,35,2
20/09/2021 07:24,20/09/2021 07:54,IP Address,187.190.189.87,100,1764,True,20/09/2021 07:54,R_42hIBJiEKMo9pKN,19.37159729,-99.15630341,anonymous,EN,1,electricity consumption,gps on,wiper on gte 1,h0v0,14,hard,E,E,E,WHAT_Ql,28.97,78.73,49.76,-1,433,E,WHAT_Ql_E_H,E_H,4,103.368,29,-0.03,79,-0.27,50,-0.24,Agree,0,4,5,5,36,2
20/09/2021 07:24,20/09/2021 07:54,IP Address,187.190.189.87,100,1764,True,20/09/2021 07:54,R_42hIBJiEKMo9pKN,19.37159729,-99.15630341,anonymous,EN,29,engine temperature,radio on,wiper on gte 1,h0v0,4,easy,E,H,E,WHAT_Ql,49.99,71.6,65.02,1,300,H,WHAT_Ql_H_E,H_E,5,235.11,67,-17.01,66,5.6,67,-1.98,Agree,1,5,4,5,37,2
20/09/2021 07:24,20/09/2021 07:54,IP Address,187.190.189.87,100,1764,True,20/09/2021 07:54,R_42hIBJiEKMo9pKN,19.37159729,-99.15630341,anonymous,EN,1,electricity consumption,gps on,wiper on gte 1,h0v0,6,medium,E,E,E,WHAT_Qn,37.36,42.6,15.75,1,379,E,WHAT_Qn_E_M,E_M,4,114.633,37,0.36,44,-1.4,17,-1.25,Disagree,0,5,5,4,38,2
20/09/2021 07:24,20/09/2021 07:55,IP Address,189.155.82.176,100,1851,True,20/09/2021 07:55,R_3KTRBhIFzoeeXK8,24.44610596,-104.1229019,anonymous,EN,59,electricity consumption,radio on,engine temperature gte 18.23,h0v0,4,easy,M,M,M,WHAT_Ql,5.12,15.58,27.02,-1,8277,M,WHAT_Ql_M_E,M_E,2,141.955,60,-54.88,45,-29.42,31,-3.98,Agree,0,2,1,2,39,2
20/09/2021 07:24,20/09/2021 07:55,IP Address,189.155.82.176,100,1851,True,20/09/2021 07:55,R_3KTRBhIFzoeeXK8,24.44610596,-104.1229019,anonymous,EN,1,electricity consumption,gps on,wiper on gte 1,h0v0,7,medium,E,E,E,WHAT_Qn,37.74,42.6,33.93,1,325,E,WHAT_Qn_E_M,E_M,2,119.599,60,-22.26,70,-27.4,33,0.93,Agree,1,3,3,2,40,2
20/09/2021 07:24,20/09/2021 07:55,IP Address,189.155.82.176,100,1851,True,20/09/2021 07:55,R_3KTRBhIFzoeeXK8,24.44610596,-104.1229019,anonymous,EN,1,electricity consumption,gps on,wiper on gte 1,h0v0,14,hard,E,E,E,WHAT_Qn,37.42,42.6,53.33,1,406,E,WHAT_Qn_E_H,E_H,1,196.141,35,2.42,45,-2.4,55,-1.67,Agree,1,1,2,2,41,2
20/09/2021 07:24,20/09/2021 07:55,IP Address,189.155.82.176,100,1851,True,20/09/2021 07:55,R_3KTRBhIFzoeeXK8,24.44610596,-104.1229019,anonymous,EN,1,electricity consumption,gps on,radio on gte 1,h0v0,4,easy,E,E,E,WHAT_Ql,5.84,78.73,12.38,1,271,E,WHAT_Ql_E_E,E_E,2,173.977,5,0.84,79,-0.27,10,2.38,Neither agree nor disagree,0,3,4,2,42,2
20/09/2021 07:24,20/09/2021 07:55,IP Address,189.155.82.176,100,1851,True,20/09/2021 07:55,R_3KTRBhIFzoeeXK8,24.44610596,-104.1229019,anonymous,EN,29,engine temperature,radio on,heating on gte 1,h0v0,7,medium,E,H,E,WHAT_Ql,17.48,71.6,18.1,-1,354,H,WHAT_Ql_H_M,H_M,3,243.752,20,-2.52,55,16.6,26,-7.9,Disagree,1,2,2,2,43,2
20/09/2021 07:24,20/09/2021 07:55,IP Address,189.155.82.176,100,1851,True,20/09/2021 07:55,R_3KTRBhIFzoeeXK8,24.44610596,-104.1229019,anonymous,EN,59,electricity consumption,radio on,wiper on gte 1,h0v0,5,hard,M,M,M,WHAT_Qn,87.63,64.01,7.26,1,8462,M,WHAT_Qn_M_H,M_H,2,140.34,13,74.63,45,19.01,24,-16.74,Agree,1,2,2,2,44,2
20/09/2021 07:24,20/09/2021 07:55,IP Address,189.155.82.176,100,1851,True,20/09/2021 07:55,R_3KTRBhIFzoeeXK8,24.44610596,-104.1229019,anonymous,EN,4,suspension force,gps on,heating on gte 1,h0v0,3,easy,H,E,E,WHAT_Ql,21.37,33.52,72.94,-1,304,E,WHAT_Ql_E_E,E_E,2,292.155,22,-0.63,33,0.52,75,-2.06,Agree,0,2,2,3,45,2
20/09/2021 07:24,20/09/2021 07:55,IP Address,189.155.82.176,100,1851,True,20/09/2021 07:55,R_3KTRBhIFzoeeXK8,24.44610596,-104.1229019,anonymous,EN,59,electricity consumption,radio on,wiper on gte 1,h0v0,8,hard,M,M,M,WHAT_Qn,64.46,64.01,47.67,1,8412,M,WHAT_Qn_M_H,M_H,2,232.886,17,47.46,45,19.01,40,7.67,Agree,1,2,3,3,46,2
20/09/2021 07:24,20/09/2021 07:55,IP Address,189.155.82.176,100,1851,True,20/09/2021 07:55,R_3KTRBhIFzoeeXK8,24.44610596,-104.1229019,anonymous,EN,4,suspension force,gps on,wiper on gte 1,h0v0,12,hard,H,E,E,WHAT_Ql,8.82,33.52,29.21,-1,466,E,WHAT_Ql_E_H,E_H,2,84.308,10,-1.18,34,-0.48,30,-0.79,Agree,0,2,3,2,47,2
20/09/2021 11:02,20/09/2021 11:11,IP Address,189.159.147.49,100,496,True,20/09/2021 11:11,R_3pf0uNP7nNmjkKF,25.82640076,-100.4082031,anonymous,EN,29,engine temperature,radio on,wiper on gte 1,h0v0,4,easy,E,H,E,WHAT_Qn,31.48,34.69,64.97,1,246,E,WHAT_Qn_E_E,E_E,4,18.785,41,-9.52,85,-50.31,44,20.97,Agree,1,4,4,5,48,2
20/09/2021 11:02,20/09/2021 11:11,IP Address,189.159.147.49,100,496,True,20/09/2021 11:11,R_3pf0uNP7nNmjkKF,25.82640076,-100.4082031,anonymous,EN,1,electricity consumption,gps on,wiper on gte 1,h0v0,7,medium,E,E,E,WHAT_Qn,37.74,42.6,33.93,1,325,E,WHAT_Qn_E_M,E_M,4,20.451,53,-15.26,35,7.6,52,-18.07,Disagree,0,4,5,4,49,2
20/09/2021 11:02,20/09/2021 11:11,IP Address,189.159.147.49,100,496,True,20/09/2021 11:11,R_3pf0uNP7nNmjkKF,25.82640076,-100.4082031,anonymous,EN,59,electricity consumption,radio on,wiper on gte 1,h0v0,6,hard,M,M,M,WHAT_Qn,61.74,64.01,40.4,1,8432,M,WHAT_Qn_M_H,M_H,4,29.721,91,-29.26,48,16.01,40,0.4,Neither agree nor disagree,0,3,5,5,50,2
20/09/2021 11:02,20/09/2021 11:11,IP Address,189.159.147.49,100,496,True,20/09/2021 11:11,R_3pf0uNP7nNmjkKF,25.82640076,-100.4082031,anonymous,EN,29,engine temperature,radio on,heating on gte 1,h0v0,7,medium,E,H,E,WHAT_Ql,17.48,71.6,18.1,-1,354,H,WHAT_Ql_H_M,H_M,5,28.62,90,-72.52,81,-9.4,22,-3.9,Neither agree nor disagree,0,5,5,5,51,2
20/09/2021 11:02,20/09/2021 11:11,IP Address,189.159.147.49,100,496,True,20/09/2021 11:11,R_3pf0uNP7nNmjkKF,25.82640076,-100.4082031,anonymous,EN,67,electricity consumption,wiper on,heating on gte 1,h0v0,13,hard,H,H,H,WHAT_Ql,9.22,20.17,61.15,-1,459,H,WHAT_Ql_H_H,H_H,3,33.718,68,-58.78,54,-33.83,62,-0.85,Agree,0,3,3,4,52,2
20/09/2021 11:02,20/09/2021 11:11,IP Address,189.159.147.49,100,496,True,20/09/2021 11:11,R_3pf0uNP7nNmjkKF,25.82640076,-100.4082031,anonymous,EN,59,electricity consumption,radio on,wiper on gte 1,h0v0,10,medium,M,M,M,WHAT_Qn,59.43,64.01,68.02,-1,8327,M,WHAT_Qn_M_M,M_M,3,13.237,60,-0.57,49,15.01,44,24.02,Disagree,1,3,2,5,53,2
20/09/2021 11:02,20/09/2021 11:11,IP Address,189.159.147.49,100,496,True,20/09/2021 11:11,R_3pf0uNP7nNmjkKF,25.82640076,-100.4082031,anonymous,EN,67,electricity consumption,wiper on,heating on gte 1,h0v0,7,medium,H,H,H,WHAT_Ql,7.08,20.17,30.9,-1,405,H,WHAT_Ql_H_M,H_M,3,43.871,90,-82.92,25,-4.83,51,-20.1,Disagree,1,5,4,4,54,2
20/09/2021 11:02,20/09/2021 11:11,IP Address,189.159.147.49,100,496,True,20/09/2021 11:11,R_3pf0uNP7nNmjkKF,25.82640076,-100.4082031,anonymous,EN,1,electricity consumption,gps on,wiper on gte 1,h0v0,14,hard,E,E,E,WHAT_Ql,41.58,78.73,51.4,1,460,E,WHAT_Ql_E_H,E_H,5,57.386,75,-33.42,78,0.73,55,-3.6,Disagree,0,5,5,3,55,2
20/09/2021 11:05,20/09/2021 11:30,IP Address,187.195.243.163,100,1533,True,20/09/2021 11:30,R_3KIb4DYdpDzdKQy,25.74369812,-100.4079971,anonymous,EN,1,electricity consumption,gps on,radio on gte 1,h0v0,4,easy,E,E,E,WHAT_Qn,47.05,42.6,14.24,1,244,E,WHAT_Qn_E_E,E_E,4,124.186,44,3.05,41,1.6,16,-1.76,Neither agree nor disagree,0,3,2,3,56,2
20/09/2021 11:05,20/09/2021 11:30,IP Address,187.195.243.163,100,1533,True,20/09/2021 11:30,R_3KIb4DYdpDzdKQy,25.74369812,-100.4079971,anonymous,EN,67,electricity consumption,wiper on,heating on gte 1,h0v0,3,medium,H,H,H,WHAT_Qn,54.46,56.78,59.42,1,351,H,WHAT_Qn_H_M,H_M,3,99.193,60,-5.54,72,-15.22,36,23.42,Agree,1,3,2,3,57,2
20/09/2021 11:05,20/09/2021 11:30,IP Address,187.195.243.163,100,1533,True,20/09/2021 11:30,R_3KIb4DYdpDzdKQy,25.74369812,-100.4079971,anonymous,EN,29,engine temperature,radio on,wiper on gte 1,h0v0,14,hard,E,H,E,WHAT_Qn,39.8,34.69,51.06,1,408,E,WHAT_Qn_E_H,E_H,2,99.336,42,-2.2,34,0.69,85,-33.94,Disagree,0,3,2,3,58,2
20/09/2021 11:05,20/09/2021 11:30,IP Address,187.195.243.163,100,1533,True,20/09/2021 11:30,R_3KIb4DYdpDzdKQy,25.74369812,-100.4079971,anonymous,EN,59,electricity consumption,radio on,engine temperature gte 18.23,h0v0,4,easy,M,M,M,WHAT_Ql,5.12,15.58,27.02,-1,8297,M,WHAT_Ql_M_E,M_E,2,113.912,40,-34.88,54,-38.42,44,-16.98,Disagree,1,4,4,4,59,2
20/09/2021 11:05,20/09/2021 11:30,IP Address,187.195.243.163,100,1533,True,20/09/2021 11:30,R_3KIb4DYdpDzdKQy,25.74369812,-100.4079971,anonymous,EN,67,electricity consumption,wiper on,heating on gte 1,h0v0,7,medium,H,H,H,WHAT_Ql,4.72,20.17,23.39,-1,378,H,WHAT_Ql_H_M,H_M,3,187.879,6,-1.28,22,-1.83,33,-9.61,Neither agree nor disagree,0,3,3,3,60,2
