StartDate,EndDate,Status,IPAddress,Progress,Duration_in_seconds,Finished,RecordedDate,ResponseId,LocationLatitude,LocationLongitude,DistributionChannel,UserLanguage,idc,drawnQn,drawnQl,queryString,flips,nMasks,dMask,dComplex_Qn,dComplex_Ql,dComplex_Where,focus,bslnA1,bslnA2,bslnA3,bslnB,cntrQ,dComplex_focus,info_focus_dComplex_dMask,info_dComplex_dMask,trustB,t,answerA1,diffA1,answerA2,diffA2,answerA3,diffA3,answerB,correctB,trustA1,trustA2,trustA3,uniqueCntrQuestion,flip
13/11/2021 19:18,13/11/2021 20:07,IP Address,41.78.200.213,100,2922,True,13/11/2021 20:07,R_u31n1ywJGsxX52F,-26.38110352,27.83760071,anonymous,EN,59,electricity consumption,radio on,wiper on gte 1,h1v1,9,hard,M,M,M,WHERE,32.93,38.08,36.44,1,157,M,WHERE_M_H,M_H,3,109.583,36,-3.07,52,-13.92,22,14.44,Neither agree nor disagree,0,1,0,4,16,nf
13/11/2021 19:18,13/11/2021 20:07,IP Address,41.78.200.213,100,2922,True,13/11/2021 20:07,R_u31n1ywJGsxX52F,-26.38110352,27.83760071,anonymous,EN,47,suspension force,wiper on,gps on gte 1,h1v1,3,easy,M,M,H,WHERE,52.18,31.26,6.35,1,220,H,WHERE_H_E,H_E,3,305.675,36,16.18,53,-21.74,42,-35.65,Neither agree nor disagree,0,2,1,5,17,nf
13/11/2021 20:17,13/11/2021 20:45,IP Address,99.85.77.36,100,1688,True,13/11/2021 20:45,R_25u6D1WlUALjqH5,33.01989746,-97.21299744,anonymous,EN,72,fuel consumption,gps on,wiper on gte 1,h1v1,6,medium,E,M,H,WHAT_Qn,80.48,77.48,24.47,-1,14,E,WHAT_Qn_E_M,E_M,3,117.699,72,8.48,79,-1.52,17,7.47,Disagree,1,3,4,4,18,nf
13/11/2021 20:17,13/11/2021 20:45,IP Address,99.85.77.36,100,1688,True,13/11/2021 20:45,R_25u6D1WlUALjqH5,33.01989746,-97.21299744,anonymous,EN,69,engine temperature,radio on,wiper on gte 1,h1v1,3,easy,M,E,E,WHAT_Qn,69.1,64.01,10.18,-1,90,M,WHAT_Qn_M_E,M_E,4,84.951,71,-1.9,66,-1.99,20,-9.82,Disagree,1,3,4,5,19,nf
13/11/2021 20:17,13/11/2021 20:45,IP Address,99.85.77.36,100,1688,True,13/11/2021 20:45,R_25u6D1WlUALjqH5,33.01989746,-97.21299744,anonymous,EN,2,suspension force,wiper on,gps on gte 1,h1v1,9,hard,H,H,M,WHAT_Qn,27.04,27.05,28.72,1,187,H,WHAT_Qn_H_H,H_H,3,206.239,18,9.04,26,1.05,13,15.72,Agree,1,2,2,3,20,nf
13/11/2021 20:17,13/11/2021 20:45,IP Address,99.85.77.36,100,1688,True,13/11/2021 20:45,R_25u6D1WlUALjqH5,33.01989746,-97.21299744,anonymous,EN,4,suspension force,gps on,wiper on gte 1,h1v1,9,hard,H,E,E,WHAT_Ql,8.23,33.52,22.74,-1,51,E,WHAT_Ql_E_H,E_H,5,89.564,5,3.23,42,-8.48,48,-25.26,Agree,0,5,5,5,21,nf
13/11/2021 20:17,13/11/2021 20:45,IP Address,99.85.77.36,100,1688,True,13/11/2021 20:45,R_25u6D1WlUALjqH5,33.01989746,-97.21299744,anonymous,EN,68,fuel consumption,gps on,wiper on gte 1,h1v1,9,hard,E,M,E,WHAT_Ql,8.44,46.04,13.62,-1,135,M,WHAT_Ql_M_H,M_H,3,142.422,13,-4.56,58,-11.96,33,-19.38,Disagree,1,4,4,4,22,nf
13/11/2021 20:17,13/11/2021 20:45,IP Address,99.85.77.36,100,1688,True,13/11/2021 20:45,R_25u6D1WlUALjqH5,33.01989746,-97.21299744,anonymous,EN,33,engine temperature,gps on,wiper on gte 1,h1v1,9,hard,H,H,E,WHAT_Ql,6.75,19.81,24.24,-1,213,H,WHAT_Ql_H_H,H_H,4,89.676,13,-6.25,21,-1.19,42,-17.76,Agree,0,4,4,4,23,nf
13/11/2021 20:17,13/11/2021 20:45,IP Address,99.85.77.36,100,1688,True,13/11/2021 20:45,R_25u6D1WlUALjqH5,33.01989746,-97.21299744,anonymous,EN,69,engine temperature,radio on,wiper on gte 1,h1v1,8,hard,M,E,E,WHERE,16.16,16.02,47.12,1,75,E,WHERE_E_H,E_H,4,145.104,15,1.16,23,-6.98,28,19.12,Disagree,0,3,2,4,24,nf
13/11/2021 20:17,13/11/2021 20:45,IP Address,99.85.77.36,100,1688,True,13/11/2021 20:45,R_25u6D1WlUALjqH5,33.01989746,-97.21299744,anonymous,EN,22,electricity consumption,radio on,wiper on gte 1,h1v1,3,easy,M,H,M,WHERE,22.12,34.01,13.43,1,140,M,WHERE_M_E,M_E,2,351.761,36,-13.88,49,-14.99,34,-20.57,Disagree,0,1,1,5,25,nf
13/11/2021 20:17,13/11/2021 20:45,IP Address,99.85.77.36,100,1688,True,13/11/2021 20:45,R_25u6D1WlUALjqH5,33.01989746,-97.21299744,anonymous,EN,67,electricity consumption,wiper on,gps on gte 1,h1v1,9,hard,H,H,H,WHERE,30.11,25.28,38.58,-1,242,H,WHERE_H_H,H_H,3,121.747,26,4.11,21,4.28,14,24.58,Disagree,1,2,0,4,26,nf
13/11/2021 20:27,13/11/2021 20:50,IP Address,38.108.137.250,100,1372,True,13/11/2021 20:50,R_3JmwKObXzs8KIs8,41.5769043,-93.80210114,anonymous,EN,63,engine temperature,gps on,wiper on gte 1,h1v1,6,medium,E,E,M,WHAT_Qn,14.99,15.52,37.12,1,10,E,WHAT_Qn_E_M,E_M,5,64.466,20,-5.01,20,-4.48,29,8.12,Agree,1,5,5,5,27,nf
13/11/2021 20:27,13/11/2021 20:50,IP Address,38.108.137.250,100,1372,True,13/11/2021 20:50,R_3JmwKObXzs8KIs8,41.5769043,-93.80210114,anonymous,EN,38,electricity consumption,wiper on,gps on gte 1,h1v1,9,hard,M,E,H,WHAT_Qn,33.55,37.06,38.52,1,101,M,WHAT_Qn_M_H,M_H,2,85.972,35,-1.45,40,-2.94,35,3.52,Neither agree nor disagree,0,5,5,5,28,nf
13/11/2021 20:27,13/11/2021 20:50,IP Address,38.108.137.250,100,1372,True,13/11/2021 20:50,R_3JmwKObXzs8KIs8,41.5769043,-93.80210114,anonymous,EN,41,engine temperature,radio on,wiper on gte 1,h1v1,3,easy,H,E,M,WHAT_Qn,53.37,43.3,16.61,1,163,H,WHAT_Qn_H_E,H_E,5,99.761,60,-6.63,31,12.3,13,3.61,Disagree,0,5,3,3,29,nf
13/11/2021 20:27,13/11/2021 20:50,IP Address,38.108.137.250,100,1372,True,13/11/2021 20:50,R_3JmwKObXzs8KIs8,41.5769043,-93.80210114,anonymous,EN,61,electricity consumption,gps on,wiper on gte 1,h1v1,8,hard,M,E,M,WHAT_Ql,22.53,54.18,29.79,1,49,E,WHAT_Ql_E_H,E_H,5,135.045,23,-0.47,52,2.18,32,-2.21,Disagree,0,5,5,4,30,nf
13/11/2021 20:27,13/11/2021 20:50,IP Address,38.108.137.250,100,1372,True,13/11/2021 20:50,R_3JmwKObXzs8KIs8,41.5769043,-93.80210114,anonymous,EN,68,fuel consumption,gps on,wiper on gte 1,h1v1,3,easy,E,M,E,WHAT_Ql,16.34,46.04,35.69,1,117,M,WHAT_Ql_M_E,M_E,5,162.205,20,-3.66,10,36.04,20,15.69,Neither agree nor disagree,0,5,5,5,31,nf
13/11/2021 20:27,13/11/2021 20:50,IP Address,38.108.137.250,100,1372,True,13/11/2021 20:50,R_3JmwKObXzs8KIs8,41.5769043,-93.80210114,anonymous,EN,2,suspension force,wiper on,gps on gte 1,h1v1,9,hard,H,H,M,WHAT_Ql,3.78,28.33,18.33,-1,214,H,WHAT_Ql_H_H,H_H,5,187.024,13,-9.22,30,-1.67,13,5.33,Disagree,1,5,5,2,32,nf
13/11/2021 20:27,13/11/2021 20:50,IP Address,38.108.137.250,100,1372,True,13/11/2021 20:50,R_3JmwKObXzs8KIs8,41.5769043,-93.80210114,anonymous,EN,4,suspension force,gps on,wiper on gte 1,h1v1,3,easy,H,E,E,WHERE,17.7,19.96,22.4,-1,60,E,WHERE_E_E,E_E,5,57.352,12,5.7,7,12.96,6,16.4,Agree,0,5,5,5,33,nf
13/11/2021 20:27,13/11/2021 20:50,IP Address,38.108.137.250,100,1372,True,13/11/2021 20:50,R_3JmwKObXzs8KIs8,41.5769043,-93.80210114,anonymous,EN,2,suspension force,wiper on,gps on gte 1,h1v1,9,hard,H,H,M,WHERE,49.68,52.22,34.51,1,161,M,WHERE_M_H,M_H,3,126.292,30,19.68,10,42.22,12,22.51,Disagree,0,5,5,4,34,nf
13/11/2021 20:27,13/11/2021 20:50,IP Address,38.108.137.250,100,1372,True,13/11/2021 20:50,R_3JmwKObXzs8KIs8,41.5769043,-93.80210114,anonymous,EN,38,electricity consumption,wiper on,gps on gte 1,h1v1,3,easy,M,E,H,WHERE,35.51,24.71,26.84,-1,219,H,WHERE_H_E,H_E,5,98.093,60,-24.49,100,-75.29,38,-11.16,Neither agree nor disagree,0,5,2,5,35,nf
13/11/2021 20:29,13/11/2021 20:55,IP Address,174.100.231.122,100,1555,True,13/11/2021 20:55,R_ZIwU7T4vm7SGJr3,39.90460205,-82.97029877,anonymous,EN,64,engine temperature,gps on,wiper on gte 1,h1v1,6,medium,E,E,H,WHAT_Qn,25.9,24.93,41.69,-1,11,E,WHAT_Qn_E_M,E_M,2,87.556,28,-2.1,23,1.93,13,28.69,Disagree,1,3,3,5,36,nf
13/11/2021 20:29,13/11/2021 20:55,IP Address,174.100.231.122,100,1555,True,13/11/2021 20:55,R_ZIwU7T4vm7SGJr3,39.90460205,-82.97029877,anonymous,EN,31,electricity consumption,gps on,wiper on gte 1,h1v1,3,easy,M,H,E,WHAT_Qn,42.56,44.19,28.48,-1,87,M,WHAT_Qn_M_E,M_E,3,90.044,46,-3.44,42,2.19,32,-3.52,Disagree,1,4,4,5,37,nf
13/11/2021 20:29,13/11/2021 20:55,IP Address,174.100.231.122,100,1555,True,13/11/2021 20:55,R_ZIwU7T4vm7SGJr3,39.90460205,-82.97029877,anonymous,EN,12,suspension force,gps on,wiper on gte 1,h1v1,9,hard,H,M,H,WHAT_Qn,25.53,23.06,25.41,1,185,H,WHAT_Qn_H_H,H_H,4,88.911,39,-13.47,22,1.06,21,4.41,Disagree,0,3,4,4,38,nf
13/11/2021 20:29,13/11/2021 20:55,IP Address,174.100.231.122,100,1555,True,13/11/2021 20:55,R_ZIwU7T4vm7SGJr3,39.90460205,-82.97029877,anonymous,EN,41,engine temperature,radio on,wiper on gte 1,h1v1,3,easy,H,E,M,WHAT_Ql,1.15,3.7,56.48,1,34,E,WHAT_Ql_E_E,E_E,3,83.752,0,1.15,4,-0.3,44,12.48,Agree,1,5,5,4,39,nf
13/11/2021 20:29,13/11/2021 20:55,IP Address,174.100.231.122,100,1555,True,13/11/2021 20:55,R_ZIwU7T4vm7SGJr3,39.90460205,-82.97029877,anonymous,EN,32,suspension force,radio on,wiper on gte 1,h1v1,9,hard,E,M,M,WHAT_Ql,24.94,56.7,28.23,1,127,M,WHAT_Ql_M_H,M_H,2,86.914,14,10.94,54,2.7,54,-25.77,Agree,1,4,4,4,40,nf
13/11/2021 20:29,13/11/2021 20:55,IP Address,174.100.231.122,100,1555,True,13/11/2021 20:55,R_ZIwU7T4vm7SGJr3,39.90460205,-82.97029877,anonymous,EN,31,electricity consumption,gps on,wiper on gte 1,h1v1,6,medium,M,H,E,WHAT_Ql,13.05,58.62,26.1,1,201,H,WHAT_Ql_H_M,H_M,3,159.244,19,-5.95,55,3.62,35,-8.9,Disagree,0,2,4,4,41,nf
13/11/2021 20:29,13/11/2021 20:55,IP Address,174.100.231.122,100,1555,True,13/11/2021 20:55,R_ZIwU7T4vm7SGJr3,39.90460205,-82.97029877,anonymous,EN,31,electricity consumption,gps on,wiper on gte 1,h1v1,6,medium,M,H,E,WHERE,18.48,18.79,23.51,1,68,E,WHERE_E_M,E_M,2,90.621,50,-31.52,45,-26.21,43,-19.49,Disagree,0,3,3,4,42,nf
13/11/2021 20:29,13/11/2021 20:55,IP Address,174.100.231.122,100,1555,True,13/11/2021 20:55,R_ZIwU7T4vm7SGJr3,39.90460205,-82.97029877,anonymous,EN,3,suspension force,radio on,wiper on gte 1,h1v1,3,easy,H,M,M,WHERE,22.35,38.25,18.2,1,142,M,WHERE_M_E,M_E,2,114.39,55,-32.65,40,-1.75,27,-8.8,Agree,1,2,2,4,43,nf
13/11/2021 20:29,13/11/2021 20:55,IP Address,174.100.231.122,100,1555,True,13/11/2021 20:55,R_ZIwU7T4vm7SGJr3,39.90460205,-82.97029877,anonymous,EN,20,electricity consumption,radio on,wiper on gte 1,h1v1,8,hard,M,H,H,WHERE,30.98,44.37,17.24,1,239,H,WHERE_H_H,H_H,1,177.236,55,-24.02,95,-50.63,20,-2.76,Disagree,0,2,1,5,44,nf
13/11/2021 20:56,13/11/2021 21:15,IP Address,64.180.197.167,100,1138,True,13/11/2021 21:15,R_1N2hi6Fp4Jigvhc,49.08230591,-122.7709961,anonymous,EN,32,suspension force,radio on,wiper on gte 1,h1v1,3,easy,E,M,M,WHAT_Qn,38.98,34.69,15.13,-1,4,E,WHAT_Qn_E_E,E_E,5,87.874,42,-3.02,36,-1.31,52,-36.87,Disagree,1,2,2,4,45,nf
13/11/2021 20:56,13/11/2021 21:15,IP Address,64.180.197.167,100,1138,True,13/11/2021 21:15,R_1N2hi6Fp4Jigvhc,49.08230591,-122.7709961,anonymous,EN,59,electricity consumption,radio on,wiper on gte 1,h1v1,9,hard,M,M,M,WHAT_Qn,69.29,64.01,26.74,-1,103,M,WHAT_Qn_M_H,M_H,2,81.346,59,10.29,66,-1.99,13,13.74,Disagree,1,2,2,4,46,nf
13/11/2021 20:56,13/11/2021 21:15,IP Address,64.180.197.167,100,1138,True,13/11/2021 21:15,R_1N2hi6Fp4Jigvhc,49.08230591,-122.7709961,anonymous,EN,67,electricity consumption,wiper on,gps on gte 1,h1v1,6,medium,H,H,H,WHAT_Qn,62.02,56.78,19.1,1,179,H,WHAT_Qn_H_M,H_M,5,79.368,60,2.02,53,3.78,30,-10.9,Disagree,0,2,3,4,47,nf
13/11/2021 20:56,13/11/2021 21:15,IP Address,64.180.197.167,100,1138,True,13/11/2021 21:15,R_1N2hi6Fp4Jigvhc,49.08230591,-122.7709961,anonymous,EN,38,electricity consumption,wiper on,gps on gte 1,h1v1,3,easy,M,E,H,WHAT_Ql,3.7,15.47,52.42,1,32,E,WHAT_Ql_E_E,E_E,3,102.805,5,-1.3,13,2.47,18,34.42,Disagree,0,4,4,4,48,nf
13/11/2021 20:56,13/11/2021 21:15,IP Address,64.180.197.167,100,1138,True,13/11/2021 21:15,R_1N2hi6Fp4Jigvhc,49.08230591,-122.7709961,anonymous,EN,12,suspension force,gps on,wiper on gte 1,h1v1,9,hard,H,M,H,WHAT_Ql,13.14,81.18,17.01,-1,134,M,WHAT_Ql_M_H,M_H,4,104.684,23,-9.86,79,2.18,28,-10.99,Disagree,1,2,5,4,49,nf
13/11/2021 20:56,13/11/2021 21:15,IP Address,64.180.197.167,100,1138,True,13/11/2021 21:15,R_1N2hi6Fp4Jigvhc,49.08230591,-122.7709961,anonymous,EN,20,electricity consumption,radio on,wiper on gte 1,h1v1,6,medium,M,H,H,WHAT_Ql,33.97,65.7,46.25,1,203,H,WHAT_Ql_H_M,H_M,5,111.47,21,12.97,64,1.7,22,24.25,Agree,1,4,2,3,50,nf
13/11/2021 20:56,13/11/2021 21:15,IP Address,64.180.197.167,100,1138,True,13/11/2021 21:15,R_1N2hi6Fp4Jigvhc,49.08230591,-122.7709961,anonymous,EN,69,engine temperature,radio on,wiper on gte 1,h1v1,3,easy,M,E,E,WHERE,13.52,16.02,15.96,1,57,E,WHERE_E_E,E_E,5,67.812,27,-13.48,20,-3.98,18,-2.04,Agree,1,4,3,3,51,nf
13/11/2021 20:56,13/11/2021 21:15,IP Address,64.180.197.167,100,1138,True,13/11/2021 21:15,R_1N2hi6Fp4Jigvhc,49.08230591,-122.7709961,anonymous,EN,2,suspension force,wiper on,gps on gte 1,h1v1,3,easy,H,H,M,WHERE,70.24,52.22,43.2,-1,143,M,WHERE_M_E,M_E,4,79.522,21,49.24,68,-15.78,28,15.2,Agree,0,4,2,5,52,nf
13/11/2021 20:56,13/11/2021 21:15,IP Address,64.180.197.167,100,1138,True,13/11/2021 21:15,R_1N2hi6Fp4Jigvhc,49.08230591,-122.7709961,anonymous,EN,72,fuel consumption,gps on,wiper on gte 1,h1v1,6,medium,E,M,H,WHERE,39.89,39.08,24.27,1,226,H,WHERE_H_M,H_M,4,122.649,39,0.89,45,-5.92,13,11.27,Agree,1,1,2,4,53,nf
13/11/2021 21:33,13/11/2021 21:46,IP Address,64.189.10.9,100,732,True,13/11/2021 21:46,R_ptTiMXHXEjp1URj,32.21839905,-98.22360229,anonymous,EN,29,engine temperature,radio on,wiper on gte 1,h1v1,3,easy,E,H,E,WHAT_Qn,32.22,34.69,37.7,1,6,E,WHAT_Qn_E_E,E_E,4,48.839,23,9.22,34,0.69,20,17.7,Disagree,0,3,4,4,54,nf
13/11/2021 21:33,13/11/2021 21:46,IP Address,64.189.10.9,100,732,True,13/11/2021 21:46,R_ptTiMXHXEjp1URj,32.21839905,-98.22360229,anonymous,EN,38,electricity consumption,wiper on,gps on gte 1,h1v1,3,easy,M,E,H,WHAT_Qn,39.07,37.06,29.77,1,83,M,WHAT_Qn_M_E,M_E,4,61.705,47,-7.93,36,1.06,40,-10.23,Disagree,0,4,4,4,55,nf
13/11/2021 21:33,13/11/2021 21:46,IP Address,64.189.10.9,100,732,True,13/11/2021 21:46,R_ptTiMXHXEjp1URj,32.21839905,-98.22360229,anonymous,EN,39,engine temperature,wiper on,gps on gte 1,h1v1,9,hard,H,M,E,WHAT_Qn,63.61,64.93,25.66,-1,183,H,WHAT_Qn_H_H,H_H,4,44.134,55,8.61,62,2.93,25,0.66,Disagree,1,4,3,3,56,nf
13/11/2021 21:33,13/11/2021 21:46,IP Address,64.189.10.9,100,732,True,13/11/2021 21:46,R_ptTiMXHXEjp1URj,32.21839905,-98.22360229,anonymous,EN,63,engine temperature,gps on,wiper on gte 1,h1v1,8,hard,E,E,M,WHAT_Ql,16.31,84.16,22.69,1,46,E,WHAT_Ql_E_H,E_H,0,74.684,6,10.31,84,0.16,10,12.69,Neither agree nor disagree,0,4,5,4,57,nf
13/11/2021 21:33,13/11/2021 21:46,IP Address,64.189.10.9,100,732,True,13/11/2021 21:46,R_ptTiMXHXEjp1URj,32.21839905,-98.22360229,anonymous,EN,72,fuel consumption,gps on,wiper on gte 1,h1v1,3,easy,E,M,H,WHAT_Ql,5.98,24.51,16.21,-1,110,M,WHAT_Ql_M_E,M_E,3,44.301,5,0.98,25,-0.49,32,-15.79,Disagree,1,4,4,3,58,nf
13/11/2021 21:33,13/11/2021 21:46,IP Address,64.189.10.9,100,732,True,13/11/2021 21:46,R_ptTiMXHXEjp1URj,32.21839905,-98.22360229,anonymous,EN,67,electricity consumption,wiper on,gps on gte 1,h1v1,3,easy,H,H,H,WHAT_Ql,7.08,21.24,27.68,-1,197,H,WHAT_Ql_H_E,H_E,5,54.892,11,-3.92,17,4.24,45,-17.32,Disagree,1,4,3,4,59,nf
13/11/2021 21:33,13/11/2021 21:46,IP Address,64.189.10.9,100,732,True,13/11/2021 21:46,R_ptTiMXHXEjp1URj,32.21839905,-98.22360229,anonymous,EN,69,engine temperature,radio on,wiper on gte 1,h1v1,6,medium,M,E,E,WHERE,17.25,16.02,19.37,1,66,E,WHERE_E_M,E_M,4,48.219,15,2.25,23,-6.98,35,-15.63,Agree,1,2,4,3,60,nf
13/11/2021 21:33,13/11/2021 21:46,IP Address,64.189.10.9,100,732,True,13/11/2021 21:46,R_ptTiMXHXEjp1URj,32.21839905,-98.22360229,anonymous,EN,54,suspension force,radio on,wiper on gte 1,h1v1,3,easy,E,H,M,WHERE,17.94,26.37,15.25,1,137,M,WHERE_M_E,M_E,3,43.523,16,1.94,25,1.37,17,-1.75,Agree,1,4,3,4,61,nf
