StartDate,EndDate,Status,IPAddress,Progress,Duration_in_seconds,Finished,RecordedDate,ResponseId,LocationLatitude,LocationLongitude,DistributionChannel,UserLanguage,idc,drawnQn,drawnQl,queryString,flips,nMasks,dMask,dComplex_Qn,dComplex_Ql,dComplex_Where,focus,bslnA1,bslnA2,bslnA3,bslnB,cntrQ,dComplex_focus,info_focus_dComplex_dMask,info_dComplex_dMask,trustB,t,answerA1,diffA1,log_diffA1,answerA2,diffA2,log_diffA2,answerA3,diffA3,log_diffA3,answerB,correctB,trustA1,trustA2,trustA3,flip,passedIntroQuestions,prolificId,impossibleQualAnswer,stimuliAllTrust0or5,responseAllTrust0or5,uniqueCntrQuestion
"14/11/2021 08:31","14/11/2021 08:54","IP Address","89.168.130.155","100","1390","TRUE","14/11/2021 08:54","R_2ASvITF1bNzCjSX","51.49639893","-0.122406006","anonymous","EN",22,"electricity consumption","radio on","wiper on gte 1","h1v1",6,"medium","M","H","M","WHAT_Qn",78.09,77.48,32.26,1,97,"M","WHAT_Qn_M_M","M_M","4","65.05","75",3.0900000000000034,1.6848187375532242,"78",-0.519999999999996,-0.6326289343514795,"26",6.259999999999998,2.6746866199279986,"Disagree",0,"4","4","4","f",false,"542e816cfdf99b324f763432","",false,false,10
"14/11/2021 08:31","14/11/2021 08:54","IP Address","89.168.130.155","100","1390","TRUE","14/11/2021 08:54","R_2ASvITF1bNzCjSX","51.49639893","-0.122406006","anonymous","EN",67,"electricity consumption","wiper on","gps on gte 1","h1v1",9,"hard","H","H","H","WHAT_Qn",54.41,56.79,29.84,-1,188,"H","WHAT_Qn_H_H","H_H","5","152.318","60",-5.590000000000003,2.5147534984397546,"55",1.7899999999999991,0.9373443921502318,"21",8.84,3.16430358309365,"Disagree",1,"3","3","4","f",false,"542e816cfdf99b324f763432","",false,false,11
"14/11/2021 08:31","14/11/2021 08:54","IP Address","89.168.130.155","100","1390","TRUE","14/11/2021 08:54","R_2ASvITF1bNzCjSX","51.49639893","-0.122406006","anonymous","EN",61,"electricity consumption","gps on","wiper on gte 1","h1v1",6,"medium","M","E","M","WHAT_Ql",9.87,54.19,17.5,-1,40,"E","WHAT_Ql_E_M","E_M","3","116.228","7",2.869999999999999,1.5825560030140606,"50",4.189999999999998,2.1093605594042297,"16",1.5,0.7004397181410922,"Disagree",1,"4","4","4","f",false,"542e816cfdf99b324f763432",false,false,false,12
"14/11/2021 08:31","14/11/2021 08:54","IP Address","89.168.130.155","100","1390","TRUE","14/11/2021 08:54","R_2ASvITF1bNzCjSX","51.49639893","-0.122406006","anonymous","EN",39,"engine temperature","wiper on","gps on gte 1","h1v1",9,"hard","H","M","E","WHAT_Ql",9.92,72.52,24.17,-1,132,"M","WHAT_Ql_M_H","M_H","4","115.414","9",0.9199999999999999,0.06350294230615795,"69",3.519999999999996,1.8659188145522108,"24",0.1700000000000017,-1.761213140412875,"Disagree",1,"4","4","4","f",false,"542e816cfdf99b324f763432",false,false,false,13
"14/11/2021 08:31","14/11/2021 08:54","IP Address","89.168.130.155","100","1390","TRUE","14/11/2021 08:54","R_2ASvITF1bNzCjSX","51.49639893","-0.122406006","anonymous","EN",20,"electricity consumption","radio on","wiper on gte 1","h1v1",8,"hard","M","H","H","WHAT_Ql",14.35,65.71,19.14,-1,212,"H","WHAT_Ql_H_H","H_H","2","87.858","17",-2.6500000000000004,1.4724877714627438,"71",-5.290000000000006,2.436961337833604,"22",-2.8599999999999994,1.57773093149008,"Disagree",1,"4","4","4","f",false,"542e816cfdf99b324f763432",false,false,false,14
"14/11/2021 08:31","14/11/2021 08:54","IP Address","89.168.130.155","100","1390","TRUE","14/11/2021 08:54","R_2ASvITF1bNzCjSX","51.49639893","-0.122406006","anonymous","EN",14,"engine temperature","gps on","wiper on gte 1","h1v1",3,"easy","M","M","E","WHERE",27.15,20.11,41.44,1,58,"E","WHERE_E_E","E_E","4","126.941","36",-8.850000000000001,3.165911938935689,"23",-2.8900000000000006,1.5921580021253603,"36",5.439999999999998,2.476381687567234,"Disagree",0,"3","3","4","f",false,"542e816cfdf99b324f763432","",false,false,15
"14/11/2021 08:31","14/11/2021 08:54","IP Address","89.168.130.155","100","1390","TRUE","14/11/2021 08:54","R_2ASvITF1bNzCjSX","51.49639893","-0.122406006","anonymous","EN",41,"engine temperature","radio on","wiper on gte 1","h1v1",8,"hard","H","E","M","WHERE",31.73,27.83,50.89,1,159,"M","WHERE_M_H","M_H","4","111.901","35",-3.2699999999999996,1.763411574470007,"10",17.83,4.166313747889934,"57",-6.109999999999999,2.6403895600549454,"Disagree",0,"4","3","3","f",false,"542e816cfdf99b324f763432","",false,false,16
"14/11/2021 08:31","14/11/2021 08:54","IP Address","89.168.130.155","100","1390","TRUE","14/11/2021 08:54","R_2ASvITF1bNzCjSX","51.49639893","-0.122406006","anonymous","EN",64,"engine temperature","gps on","wiper on gte 1","h1v1",5,"medium","E","E","H","WHERE",39.52,35.46,30.12,1,234,"H","WHERE_H_M","H_M","3","97.239","23",16.520000000000003,4.057016965365539,"37",-1.5399999999999991,0.7355221772965367,"23",7.120000000000001,2.856985689782205,"Disagree",0,"3","4","4","f",false,"542e816cfdf99b324f763432","",false,false,17
"14/11/2021 08:41","14/11/2021 09:04","IP Address","87.115.37.214","100","1347","TRUE","14/11/2021 09:04","R_Q4Da1lyWTdVC5sl","54.01199341","-1.043701172","anonymous","EN",64,"engine temperature","gps on","wiper on gte 1","h1v1",6,"medium","E","E","H","WHAT_Qn",25.91,24.93,41.69,-1,11,"E","WHAT_Qn_E_M","E_M","3","140.677","25",0.9100000000000001,0.04963076772460074,"28",-3.0700000000000003,1.6758159311722698,"50",-8.310000000000002,3.0763880685128413,"Neither agree nor disagree",0,"4","4","4","f",true,"55a14418fdf99b6ec83c244f","",false,false,18
"14/11/2021 08:41","14/11/2021 09:04","IP Address","87.115.37.214","100","1347","TRUE","14/11/2021 09:04","R_Q4Da1lyWTdVC5sl","54.01199341","-1.043701172","anonymous","EN",20,"electricity consumption","radio on","wiper on gte 1","h1v1",9,"hard","M","H","H","WHAT_Qn",53.52,56.14,18.62,1,107,"M","WHAT_Qn_M_H","M_H","3","94.53","60",-6.479999999999997,2.7235585614721023,"61",-4.859999999999999,2.317593504623471,"20",-1.379999999999999,0.5897634869849764,"Disagree",0,"4","4","4","f",true,"55a14418fdf99b6ec83c244f","",false,false,19
"14/11/2021 08:41","14/11/2021 09:04","IP Address","87.115.37.214","100","1347","TRUE","14/11/2021 09:04","R_Q4Da1lyWTdVC5sl","54.01199341","-1.043701172","anonymous","EN",39,"engine temperature","wiper on","gps on gte 1","h1v1",6,"medium","H","M","E","WHAT_Qn",66.14,64.94,33.33,-1,174,"H","WHAT_Qn_H_M","H_M","4","102.837","50",16.14,4.023698917266407,"62",2.9399999999999977,1.6158870739160558,"30",3.3299999999999983,1.7886857106135332,"Disagree",1,"4","4","4","f",true,"55a14418fdf99b6ec83c244f","",false,false,20
"14/11/2021 08:41","14/11/2021 09:04","IP Address","87.115.37.214","100","1347","TRUE","14/11/2021 09:04","R_Q4Da1lyWTdVC5sl","54.01199341","-1.043701172","anonymous","EN",6,"suspension force","gps on","wiper on gte 1","h1v1",5,"medium","H","E","H","WHAT_Ql",23.98,51.61,32.98,1,44,"E","WHAT_Ql_E_M","E_M","4","85.249","20",3.9800000000000004,2.0373822220030804,"52",-0.39000000000000057,-0.9573556625915047,"25",7.979999999999997,3.0188121857428163,"Agree",1,"4","4","4","f",true,"55a14418fdf99b6ec83c244f",false,false,false,21
"14/11/2021 08:41","14/11/2021 09:04","IP Address","87.115.37.214","100","1347","TRUE","14/11/2021 09:04","R_Q4Da1lyWTdVC5sl","54.01199341","-1.043701172","anonymous","EN",32,"suspension force","radio on","wiper on gte 1","h1v1",3,"easy","E","M","M","WHAT_Ql",12.47,56.71,20.94,1,109,"M","WHAT_Ql_M_E","M_E","3","84.406","10",2.4700000000000006,1.3757345385831565,"57",-0.28999999999999915,-1.268816758427803,"20",0.9400000000000013,0.09085343045111528,"Disagree",0,"4","4","4","f",true,"55a14418fdf99b6ec83c244f",false,false,false,22
"14/11/2021 08:41","14/11/2021 09:04","IP Address","87.115.37.214","100","1347","TRUE","14/11/2021 09:04","R_Q4Da1lyWTdVC5sl","54.01199341","-1.043701172","anonymous","EN",20,"electricity consumption","radio on","wiper on gte 1","h1v1",3,"easy","M","H","H","WHAT_Ql",16.11,65.71,34.29,-1,194,"H","WHAT_Ql_H_E","H_E","4","77.425","15",1.1099999999999994,0.3045110418099523,"70",-4.290000000000006,2.1424134378737434,"30",4.289999999999999,2.142413437873741,"Disagree",1,"4","4","4","f",true,"55a14418fdf99b6ec83c244f",false,false,false,23
"14/11/2021 08:41","14/11/2021 09:04","IP Address","87.115.37.214","100","1347","TRUE","14/11/2021 09:04","R_Q4Da1lyWTdVC5sl","54.01199341","-1.043701172","anonymous","EN",68,"fuel consumption","gps on","wiper on gte 1","h1v1",8,"hard","E","M","E","WHERE",18.97,16.09,23.18,1,73,"E","WHERE_E_H","E_H","3","124.181","29",-10.030000000000001,3.3441183345214283,"21",-4.91,2.33199177823206,"20",3.1799999999999997,1.7246502717329668,"Disagree",0,"2","3","4","f",true,"55a14418fdf99b6ec83c244f","",false,false,24
"14/11/2021 08:41","14/11/2021 09:04","IP Address","87.115.37.214","100","1347","TRUE","14/11/2021 09:04","R_Q4Da1lyWTdVC5sl","54.01199341","-1.043701172","anonymous","EN",59,"electricity consumption","radio on","wiper on gte 1","h1v1",6,"medium","M","M","M","WHERE",44.86,38.08,46.94,1,148,"M","WHERE_M_M","M_M","4","94.978","10",34.86,5.12866458654003,"30",8.079999999999998,3.0365033337389877,"50",-3.0600000000000023,1.6712933724815766,"Disagree",0,"4","1","5","f",true,"55a14418fdf99b6ec83c244f","",false,false,25
"14/11/2021 08:41","14/11/2021 09:04","IP Address","87.115.37.214","100","1347","TRUE","14/11/2021 09:04","R_Q4Da1lyWTdVC5sl","54.01199341","-1.043701172","anonymous","EN",64,"engine temperature","gps on","wiper on gte 1","h1v1",9,"hard","E","E","H","WHERE",35.06,35.46,21.93,-1,243,"H","WHERE_H_H","H_H","3","86.123","30",5.060000000000002,2.3743439890385014,"50",-14.54,3.8743051659822307,"25",-3.0700000000000003,1.6758159311722698,"Disagree",1,"2","3","4","f",true,"55a14418fdf99b6ec83c244f","",false,false,26
"14/11/2021 08:41","14/11/2021 08:47","IP Address","47.28.246.184","22","356","FALSE","21/11/2021 08:47","R_vB0YAEpP7Hpstmp",,,"anonymous","EN",6,"suspension force","gps on","wiper on gte 1","h1v1",9,"hard","H","E","H","WHAT_Qn",40.81,46.63,20.23,-1,182,"H","WHAT_Qn_H_H","H_H","2","85.593","45",-4.189999999999998,2.1093605594042297,"50",-3.3699999999999974,1.8052924556007106,"25",-4.77,2.29130885982897,"Disagree",1,"3","3","2","f",true,"56a5702281a8ca000d3e573e","",false,false,27
"14/11/2021 08:41","14/11/2021 09:09","IP Address","89.242.94.55","100","1649","TRUE","14/11/2021 09:09","R_9XBm1SDvaiau9k5","51.6000061","-0.216705322","anonymous","EN",34,"suspension force","gps on","wiper on gte 1","h1v1",3,"easy","E","H","H","WHAT_Qn",18.77,27.34,20.12,1,8,"E","WHAT_Qn_E_E","E_E","1","58.922","20",-1.2300000000000004,0.4382928515791473,"35",-7.66,2.9606970393043124,"20",0.120000000000001,-2.0291463456595107,"Agree",1,"1","1","1","f",true,"5718fc66dd9ef10011df7f46","",false,false,28
"14/11/2021 08:41","14/11/2021 09:09","IP Address","89.242.94.55","100","1649","TRUE","14/11/2021 09:09","R_9XBm1SDvaiau9k5","51.6000061","-0.216705322","anonymous","EN",38,"electricity consumption","wiper on","gps on gte 1","h1v1",6,"medium","M","E","H","WHAT_Qn",34.41,37.07,36.43,1,92,"M","WHAT_Qn_M_M","M_M","1","187.442","35",-0.5900000000000034,-0.48398485299632843,"32",5.07,2.377123749129487,"38",-1.5700000000000003,0.7612852733616194,"Agree",1,"1","1","1","f",true,"5718fc66dd9ef10011df7f46","",false,false,29
"14/11/2021 08:41","14/11/2021 09:09","IP Address","89.242.94.55","100","1649","TRUE","14/11/2021 09:09","R_9XBm1SDvaiau9k5","51.6000061","-0.216705322","anonymous","EN",6,"suspension force","gps on","wiper on gte 1","h1v1",6,"medium","H","E","H","WHAT_Qn",44.2,46.63,25.93,-1,173,"H","WHAT_Qn_H_M","H_M","1","132.855","50",-5.799999999999997,2.566815154010896,"45",1.6300000000000026,0.8114710305298382,"25",0.9299999999999997,0.07724299893246005,"Disagree",1,"1","1","2","f",true,"5718fc66dd9ef10011df7f46","",false,false,30
"14/11/2021 08:41","14/11/2021 09:09","IP Address","89.242.94.55","100","1649","TRUE","14/11/2021 09:09","R_9XBm1SDvaiau9k5","51.6000061","-0.216705322","anonymous","EN",41,"engine temperature","radio on","wiper on gte 1","h1v1",6,"medium","H","E","M","WHAT_Ql",1.16,3.7,23.84,1,43,"E","WHAT_Ql_E_M","E_M","1","60.91","2",-0.8400000000000001,-0.051399152506644154,"4",-0.2999999999999998,-1.2344652536370235,"28",-4.16,2.0992952043377753,"Disagree",0,"2","2","2","f",true,"5718fc66dd9ef10011df7f46",false,false,false,31
"14/11/2021 08:41","14/11/2021 09:09","IP Address","89.242.94.55","100","1649","TRUE","14/11/2021 09:09","R_9XBm1SDvaiau9k5","51.6000061","-0.216705322","anonymous","EN",72,"fuel consumption","gps on","wiper on gte 1","h1v1",3,"easy","E","M","H","WHAT_Ql",5.98,24.52,16.22,-1,110,"M","WHAT_Ql_M_E","M_E","1","228.266","6",-0.019999999999999574,-2.785875194647157,"17",7.52,2.93451650158608,"16",0.21999999999999886,-1.5353317329965603,"Disagree",1,"3","3","2","f",true,"5718fc66dd9ef10011df7f46",false,false,false,32
"14/11/2021 08:41","14/11/2021 09:09","IP Address","89.242.94.55","100","1649","TRUE","14/11/2021 09:09","R_9XBm1SDvaiau9k5","51.6000061","-0.216705322","anonymous","EN",22,"electricity consumption","radio on","wiper on gte 1","h1v1",3,"easy","M","H","M","WHAT_Ql",10.99,44.15,19.55,-1,193,"H","WHAT_Ql_H_E","H_E","1","96.038","10",0.9900000000000002,0.1570437101455803,"45",-0.8500000000000014,-0.036525876025111904,"17",2.5500000000000007,1.419538891513785,"Disagree",1,"2","1","1","f",true,"5718fc66dd9ef10011df7f46",false,false,false,33
"14/11/2021 08:41","14/11/2021 09:09","IP Address","89.242.94.55","100","1649","TRUE","14/11/2021 09:09","R_9XBm1SDvaiau9k5","51.6000061","-0.216705322","anonymous","EN",14,"engine temperature","gps on","wiper on gte 1","h1v1",6,"medium","M","M","E","WHERE",17.19,20.11,20.59,-1,67,"E","WHERE_E_M","E_M","1","201.794","5",12.190000000000001,3.6223447227242365,"15",5.109999999999999,2.3881895371560837,"20",0.5899999999999999,-0.48398485299633554,"Agree",0,"2","1","1","f",true,"5718fc66dd9ef10011df7f46","",false,false,34
"14/11/2021 08:41","14/11/2021 09:09","IP Address","89.242.94.55","100","1649","TRUE","14/11/2021 09:09","R_9XBm1SDvaiau9k5","51.6000061","-0.216705322","anonymous","EN",54,"suspension force","radio on","wiper on gte 1","h1v1",6,"medium","E","H","M","WHERE",31.22,26.38,15.58,-1,146,"M","WHERE_M_M","M_M","1","118.929","30",1.2199999999999989,0.4276061727818982,"35",-8.620000000000001,3.1284583841469282,"19",-3.42,1.8257856274647914,"Disagree",1,"1","1","1","f",true,"5718fc66dd9ef10011df7f46","",false,false,35
"14/11/2021 08:41","14/11/2021 09:09","IP Address","89.242.94.55","100","1649","TRUE","14/11/2021 09:09","R_9XBm1SDvaiau9k5","51.6000061","-0.216705322","anonymous","EN",34,"suspension force","gps on","wiper on gte 1","h1v1",3,"easy","E","H","H","WHERE",22.17,28.06,8.07,-1,218,"H","WHERE_H_E","H_E","2","98.481","22",0.1700000000000017,-1.761213140412875,"26",2.0599999999999987,1.1276332797258728,"6",2.0700000000000003,1.1342209397606338,"Agree",0,"1","1","2","f",true,"5718fc66dd9ef10011df7f46","",false,false,36
"14/11/2021 08:42","14/11/2021 09:16","IP Address","90.205.166.111","100","2028","TRUE","14/11/2021 09:16","R_30kmDI9G0ohspPM","51.24830627","-1.126602173","anonymous","EN",29,"engine temperature","radio on","wiper on gte 1","h1v1",9,"hard","E","H","E","WHAT_Qn",32.38,34.69,24.06,-1,24,"E","WHAT_Qn_E_H","E_H","3","144.884","37",-4.619999999999997,2.246408087246384,"26",8.689999999999998,3.1399605695454564,"25",-0.9400000000000013,0.09085343045111528,"Disagree",1,"2","2","1","f",true,"5a0ca905844c7a00015e4ffd","",false,false,37
"14/11/2021 08:42","14/11/2021 09:16","IP Address","90.205.166.111","100","2028","TRUE","14/11/2021 09:16","R_30kmDI9G0ohspPM","51.24830627","-1.126602173","anonymous","EN",20,"electricity consumption","radio on","wiper on gte 1","h1v1",3,"easy","M","H","H","WHAT_Qn",63.16,56.14,23.89,1,89,"M","WHAT_Qn_M_E","M_E","2","323.964","61",2.1599999999999966,1.1921941652833428,"57",-0.8599999999999994,-0.02180437031834926,"25",-1.1099999999999994,0.3045110418099523,"Agree",1,"2","2","3","f",true,"5a0ca905844c7a00015e4ffd","",false,false,38
"14/11/2021 08:42","14/11/2021 09:16","IP Address","90.205.166.111","100","2028","TRUE","14/11/2021 09:16","R_30kmDI9G0ohspPM","51.24830627","-1.126602173","anonymous","EN",33,"engine temperature","gps on","wiper on gte 1","h1v1",3,"easy","H","H","E","WHAT_Qn",63.96,64.93,11.29,-1,168,"H","WHAT_Qn_H_E","H_E","1","153.957","50",13.96,3.816087658600206,"65",-0.06999999999999318,-2.3584539709125267,"12",-0.7100000000000009,-0.260151897300671,"Disagree",1,"2","1","1","f",true,"5a0ca905844c7a00015e4ffd","",false,false,39
"14/11/2021 08:42","14/11/2021 09:16","IP Address","90.205.166.111","100","2028","TRUE","14/11/2021 09:16","R_30kmDI9G0ohspPM","51.24830627","-1.126602173","anonymous","EN",6,"suspension force","gps on","wiper on gte 1","h1v1",9,"hard","H","E","H","WHAT_Ql",19.91,51.61,30.41,1,53,"E","WHAT_Ql_E_H","E_H","3","127.119","20",-0.08999999999999986,-2.217591435072628,"52",-0.39000000000000057,-0.9573556625915047,"30",0.41000000000000014,-0.9023892033735774,"Disagree",0,"4","4","2","f",true,"5a0ca905844c7a00015e4ffd",false,false,false,40
"14/11/2021 08:42","14/11/2021 09:16","IP Address","90.205.166.111","100","2028","TRUE","14/11/2021 09:16","R_30kmDI9G0ohspPM","51.24830627","-1.126602173","anonymous","EN",32,"suspension force","radio on","wiper on gte 1","h1v1",6,"medium","E","M","M","WHAT_Ql",14.35,56.71,23.06,-1,118,"M","WHAT_Ql_M_M","M_M","1","109.215","18",-3.6500000000000004,1.9164766444377166,"56",0.7100000000000009,-0.260151897300671,"20",3.0599999999999987,1.671293372481575,"Neither agree nor disagree",0,"1","2","1","f",true,"5a0ca905844c7a00015e4ffd",false,false,false,41
"14/11/2021 08:42","14/11/2021 09:16","IP Address","90.205.166.111","100","2028","TRUE","14/11/2021 09:16","R_30kmDI9G0ohspPM","51.24830627","-1.126602173","anonymous","EN",54,"suspension force","radio on","wiper on gte 1","h1v1",9,"hard","E","H","M","WHAT_Ql",6.24,33.47,19.54,1,208,"H","WHAT_Ql_H_H","H_H","3","85.347","7",-0.7599999999999998,-0.1762506396917276,"29",4.469999999999999,2.2000648615143095,"25",-5.460000000000001,2.48155728070859,"Disagree",0,"2","2","2","f",true,"5a0ca905844c7a00015e4ffd",false,false,false,42
"14/11/2021 08:42","14/11/2021 09:16","IP Address","90.205.166.111","100","2028","TRUE","14/11/2021 09:16","R_30kmDI9G0ohspPM","51.24830627","-1.126602173","anonymous","EN",39,"engine temperature","wiper on","gps on gte 1","h1v1",9,"hard","H","M","E","WHERE",19.38,15.73,24.08,-1,79,"E","WHERE_E_H","E_H","2","194.271","22",-2.620000000000001,1.4568061492304745,"29",-13.27,3.743622676067654,"23",1.0799999999999983,0.2690331464552349,"Agree",0,"2","1","1","f",true,"5a0ca905844c7a00015e4ffd","",false,false,43
"14/11/2021 08:42","14/11/2021 09:16","IP Address","90.205.166.111","100","2028","TRUE","14/11/2021 09:16","R_30kmDI9G0ohspPM","51.24830627","-1.126602173","anonymous","EN",41,"engine temperature","radio on","wiper on gte 1","h1v1",8,"hard","H","E","M","WHERE",31.73,27.83,50.89,1,159,"M","WHERE_M_H","M_H","1","75.796","48",-16.27,4.035183996618336,"35",-7.170000000000002,2.8669079781431663,"50",0.8900000000000006,0.02147972741045234,"Agree",1,"3","1","3","f",true,"5a0ca905844c7a00015e4ffd","",false,false,44
